"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.045859492E1,-4.859020701E-4,-3.718389198E-4,-5.446900614E-4
3.046857292E1,-8.294497384E-4,-9.966362268E-5,-5.382985109E-4
3.047855092E1,-1.545876730E-4,1.918571070E-4,4.860297777E-4
3.048852892E1,-1.039876370E-4,7.780184969E-4,1.073282765E-4
3.049850692E1,1.450700802E-3,-6.913486868E-4,-1.194418175E-3
3.050848492E1,-5.291996058E-5,-1.208987087E-4,-3.315540962E-4
3.051846292E1,6.426370237E-4,1.937821507E-4,3.142713103E-4
3.052844092E1,1.272474648E-3,2.142880112E-4,1.447179937E-3
3.053841892E1,1.786425244E-3,5.414001644E-4,8.941515698E-4
3.054839692E1,-1.464970410E-4,-6.889803335E-4,4.062605440E-4
3.055837492E1,9.264420369E-4,5.297521129E-4,-5.337526090E-4
3.056835292E1,1.397022628E-3,-9.232684970E-4,1.453534933E-4
3.057833092E1,3.971415572E-4,-1.552691683E-4,-5.601051962E-4
3.058830892E1,9.061174933E-5,-1.334783621E-3,5.847878056E-4
3.059828692E1,-5.262637278E-4,-2.333748620E-3,6.621903158E-4
3.060826492E1,-1.638076501E-4,-4.735309631E-4,-5.719185574E-4
3.061824292E1,5.689212121E-4,2.929568291E-5,-1.880359778E-4
3.062822092E1,3.207146656E-4,-2.254098654E-3,1.143544563E-3
3.063819892E1,5.392967723E-4,1.783305779E-4,-1.111080172E-3
3.064817692E1,1.006741077E-4,9.751878679E-6,3.358153044E-4
3.065815492E1,-3.898993600E-4,-1.531476155E-4,-2.147604828E-4
3.066813292E1,1.365656382E-3,-7.686046883E-4,2.528906043E-4
3.067811092E1,-9.035726544E-4,2.149995416E-4,-1.153561636E-3
3.068808892E1,-4.609553143E-4,4.163347185E-4,-1.169806928E-3
3.069806692E1,-1.501764404E-3,2.036159858E-4,-1.335104927E-3
3.070804504E1,-1.970818266E-4,-1.344745047E-3,-7.196760998E-5
3.071802304E1,-8.613186656E-4,-7.893024012E-4,1.131846802E-4
3.072800104E1,-9.164459771E-4,3.795586526E-4,1.099353307E-3
3.073797904E1,8.925600559E-4,-1.493290067E-3,-1.313396351E-4
3.074795704E1,-1.191363437E-3,-5.566570908E-4,-7.084466633E-4
3.075793504E1,5.669543752E-4,-8.325306699E-4,-2.339909261E-4
3.076791304E1,2.564298920E-4,-7.715439424E-4,1.077882247E-3
3.077789104E1,-3.501594765E-4,1.324480399E-4,-7.940078503E-4
3.078786904E1,-7.368504303E-4,-4.702247679E-4,-7.854857831E-4
3.079784704E1,3.379713744E-4,6.595067680E-5,-7.597815129E-4
3.080782504E1,9.121489129E-4,-3.281971440E-4,1.148005686E-4
3.081780304E1,5.588864442E-4,3.790920600E-4,-8.534879307E-4
3.082778104E1,-1.454995829E-3,-1.301363111E-3,3.859472345E-4
3.083775904E1,-1.614200883E-4,1.431689598E-3,-4.262711445E-4
3.084773704E1,7.901273202E-4,-7.116226479E-4,5.959882401E-6
3.085771504E1,4.896759056E-4,-1.890801825E-3,-6.427024491E-4
3.086769304E1,-9.308542358E-4,-1.225544140E-3,1.264919876E-3
3.087767104E1,3.190756589E-2,6.909462810E-2,-2.566920128E-3
3.088764904E1,-3.715299442E-2,-6.662539393E-2,1.545533305E-3
3.089762604E1,-9.273800999E-3,-1.482028700E-2,-7.316439878E-4
3.090760404E1,3.627504408E-2,7.715890557E-2,-1.185446628E-3
3.091758204E1,-7.999586873E-3,-1.521846373E-2,-4.847464734E-4
3.092756004E1,2.614707686E-3,3.139504232E-3,-3.723611007E-4
3.093753804E1,8.851963095E-3,1.371992566E-2,-6.458583521E-4
3.094751604E1,-5.849485751E-4,-3.142944537E-3,1.058564638E-3
3.095749404E1,1.618981711E-3,2.973775379E-3,9.351114859E-4
3.096747204E1,1.743617700E-3,3.255271353E-3,4.208551254E-4
3.097745004E1,5.937931128E-4,1.937317662E-3,-4.566937278E-4
3.098742804E1,2.580511151E-3,3.627358936E-3,-4.564274277E-4
3.099740604E1,9.066993371E-4,2.093724906E-3,-8.038028609E-4
3.100738404E1,2.512585372E-3,2.112100832E-3,5.141955335E-4
3.101736204E1,2.253346611E-3,1.693593338E-3,-8.438820951E-4
3.102734004E1,5.467931041E-4,-5.679633468E-4,1.303424709E-3
3.103731804E1,-1.996516017E-3,-4.960575141E-3,-7.818027516E-4
3.104729604E1,-3.272969043E-3,-5.935824942E-3,-1.114850893E-4
3.105727404E1,-2.265229123E-3,-5.363777746E-3,2.541669528E-4
3.106725204E1,-1.812757924E-3,-4.647387657E-3,4.219460534E-4
3.107723004E1,-2.392041497E-4,-2.578946762E-3,-5.409608129E-4
3.108720804E1,-8.840695955E-6,-4.460206255E-4,-1.106882468E-3
3.109718604E1,-1.456789440E-3,-4.304233473E-3,8.362437075E-5
3.110716404E1,-3.741248976E-3,-8.432932198E-3,2.005371498E-4
3.111714204E1,-1.342852879E-2,-2.607948892E-2,3.873616806E-4
3.112712004E1,-1.928961277E-2,-4.524226487E-2,-4.312940291E-4
3.113709804E1,2.326692920E-3,5.752285011E-3,-4.418363969E-4
3.114707604E1,1.135800406E-2,2.484901436E-2,-8.897801163E-4
3.115705404E1,-5.025703460E-3,-1.084646396E-2,1.050011721E-3
3.116703204E1,-9.948024526E-3,-1.863993891E-2,1.166125527E-3
3.117701004E1,5.371612031E-3,9.643476456E-3,-4.043226945E-4
3.118698804E1,6.273890845E-3,1.197134517E-2,-1.486592228E-4
3.119696604E1,-4.545309115E-3,-1.028765738E-2,4.197514500E-4
3.120694404E1,-3.482441418E-3,-7.846337743E-3,1.976438216E-4
3.121692204E1,4.217615817E-3,6.940971129E-3,-7.722889422E-4
3.122690004E1,2.336625010E-3,3.279124387E-3,1.084184478E-4
3.123687804E1,-2.715548500E-3,-6.792916916E-3,-7.609288441E-4
3.124685604E1,-1.378375338E-3,-1.023710705E-3,-1.784954802E-4
3.125683404E1,2.333409386E-3,5.835044198E-3,-1.073859399E-3
3.126681204E1,-1.691958518E-3,-2.550717443E-3,-1.614603534E-4
3.127679004E1,-2.141776495E-2,-4.292416573E-2,6.274780026E-4
3.128676804E1,-1.386290975E-2,-3.043100983E-2,3.861956066E-4
3.129674604E1,4.730004445E-2,9.493729472E-2,1.230753260E-4
3.130672304E1,9.157720022E-3,6.494519301E-3,1.052518492E-3
3.131670104E1,2.777274325E-2,4.697760195E-2,-1.733440004E-4
3.132667904E1,9.203319438E-3,1.277009677E-2,-1.318769529E-3
3.133665704E1,4.027327523E-3,5.139120854E-3,6.133171264E-4
3.134663504E1,3.263799241E-3,2.180615440E-3,6.953424891E-4
3.135661304E1,1.771432580E-3,3.325886093E-3,1.102642273E-4
3.136659104E1,7.562356186E-4,2.985267900E-3,-8.860243252E-4
3.137656904E1,2.630066127E-3,3.350039944E-3,2.928194590E-4
3.138654704E1,1.405012095E-3,3.790793009E-3,4.587344010E-4
3.139652504E1,3.271325026E-3,5.028710701E-3,8.762588550E-5
3.140650304E1,2.691288479E-3,4.658265039E-3,1.467480615E-4
3.141648104E1,2.144838218E-3,2.039497718E-3,-1.082561066E-4
3.142645904E1,3.304266138E-4,9.484011680E-4,-6.789676263E-6
3.143643704E1,1.108336030E-3,-8.785277605E-4,-1.867542393E-3
3.144641504E1,-7.822421612E-4,-1.505968161E-3,1.703084708E-4
3.145639304E1,-1.144283451E-3,-1.567528583E-3,1.754418481E-3
3.146637104E1,1.515415614E-3,1.257552765E-3,3.416116524E-4
3.147634904E1,2.024306450E-3,3.370579332E-3,-5.038343370E-4
3.148632704E1,4.385464825E-3,6.373826414E-3,7.696893299E-4
3.149630504E1,1.746526570E-3,1.007427368E-2,5.991932703E-4
3.150628304E1,2.600069623E-3,1.380882319E-2,3.025332931E-3
3.151626104E1,-5.480666645E-3,5.915389210E-2,1.259178622E-3
3.152623904E1,-1.061151270E-2,1.945402175E-1,5.014768336E-3
3.153621704E1,-1.593900286E-2,3.459873796E-1,7.789936848E-3
3.154619504E1,-1.321352366E-2,4.016045928E-1,4.412317649E-2
3.155617304E1,-1.706773788E-2,4.841182530E-1,9.644782543E-2
3.156615104E1,-2.403962798E-2,7.479517460E-1,1.500300914E-1
3.157612904E1,-1.566812024E-2,9.764819145E-1,1.615692675E-1
3.158610704E1,-4.200281575E-3,1.094456196E0,1.198191568E-1
3.159608504E1,4.523957614E-3,1.110991597E0,5.269761756E-2
3.160606304E1,7.286721375E-3,1.039919019E0,-9.962033480E-3
3.161604104E1,6.922824308E-3,9.420735836E-1,-1.235053129E-2
3.162601904E1,3.351791762E-3,8.712227941E-1,-1.888832450E-2
3.163599704E1,3.182183951E-3,8.365722299E-1,-2.561565116E-2
3.164597504E1,1.008270029E-2,7.978802323E-1,-7.424976677E-2
3.165595304E1,1.752641052E-2,7.835671902E-1,-1.569580287E-1
3.166593104E1,2.619846165E-2,8.460987210E-1,-2.165308148E-1
3.167590904E1,2.524772286E-2,9.643376470E-1,-2.341651469E-1
3.168588704E1,2.464105375E-2,1.098139167E0,-2.047941983E-1
3.169586504E1,1.442430634E-2,1.224651217E0,-1.667613834E-1
3.170584304E1,2.655819990E-2,1.316241860E0,-1.642425656E-1
3.171582004E1,4.280839860E-2,1.464468598E0,-2.075516880E-1
3.172579804E1,4.903912917E-2,1.642853856E0,-2.570196390E-1
3.173577604E1,6.474663317E-2,1.753623843E0,-2.672057450E-1
3.174575404E1,6.115908921E-2,1.841625571E0,-2.235637456E-1
3.175573204E1,4.414489865E-2,1.944227338E0,-1.507789493E-1
3.176571004E1,2.853025496E-2,2.079374313E0,-8.546518534E-2
3.177568804E1,1.919287629E-2,2.230398655E0,-3.441480175E-2
3.178566604E1,1.407401450E-2,2.355691910E0,-2.424339019E-2
3.179564404E1,1.664163917E-2,2.431344509E0,-3.001311049E-2
3.180562204E1,1.522936393E-2,2.453543901E0,-3.212046996E-2
3.181560004E1,1.395677589E-2,2.469293833E0,-3.385879099E-2
3.182557804E1,1.090798900E-2,2.498982430E0,-3.312163055E-2
3.183555604E1,7.316954900E-3,2.555968523E0,-3.029714152E-2
3.184553404E1,6.050088909E-3,2.614664078E0,-3.553184867E-2
3.185551204E1,6.892356090E-3,2.619156599E0,-3.768135980E-2
3.186549004E1,1.122958027E-2,2.547092676E0,-4.328837991E-2
3.187546804E1,1.361743081E-2,2.484366179E0,-4.088541865E-2
3.188544604E1,1.597139798E-2,2.498779058E0,-4.064546898E-2
3.189542404E1,1.628090627E-2,2.642045259E0,-4.431618750E-2
3.190540204E1,1.988256350E-2,2.868883848E0,-6.123232096E-2
3.191538004E1,2.902357094E-2,3.117118359E0,-6.259252131E-2
3.192535804E1,3.927940130E-2,3.305178165E0,-7.273570448E-2
3.193533604E1,4.825526476E-2,3.389204502E0,-8.382611722E-2
3.194531404E1,5.553102121E-2,3.356267452E0,-8.766958863E-2
3.195529204E1,6.965614855E-2,3.196945429E0,-9.755212069E-2
3.196527004E1,8.873184025E-2,3.010289669E0,-1.084263399E-1
3.197524804E1,8.491171151E-2,2.857785463E0,-1.002366617E-1
3.198522604E1,8.853227645E-2,2.774083138E0,-9.668374062E-2
3.199520404E1,1.115518436E-1,2.717857838E0,-1.151730046E-1
3.200518204E1,1.482110471E-1,2.605931044E0,-1.446765810E-1
3.201516004E1,1.892624795E-1,2.408202171E0,-1.725191474E-1
3.202513804E1,2.076316327E-1,2.224515676E0,-2.057841569E-1
3.203511604E1,2.122121751E-1,2.138856173E0,-2.044979334E-1
3.204509404E1,2.145637572E-1,2.123533487E0,-1.998999864E-1
3.205507204E1,2.174342871E-1,2.098599911E0,-1.905789822E-1
3.206505004E1,2.627096176E-1,1.989833832E0,-2.133929580E-1
3.207502804E1,3.219388723E-1,1.777825356E0,-2.203965336E-1
3.208500604E1,2.849944234E-1,1.655712843E0,-1.814443469E-1
3.209498404E1,8.488775790E-2,1.469134450E0,-7.442547381E-2
3.210496204E1,6.529941410E-2,1.353193521E0,-5.427626520E-2
3.211494004E1,1.152221784E-1,1.417756915E0,-6.454939395E-2
3.212491704E1,1.023239568E-1,1.301020384E0,-4.482655972E-2
3.213489504E1,8.370083570E-2,1.055176854E0,-2.873372845E-2
3.214487304E1,-6.608013809E-2,9.238375425E-1,2.199549600E-2
3.215485104E1,-2.203348577E-1,9.919807911E-1,1.036917642E-1
3.216482904E1,-2.354309857E-1,9.559479356E-1,1.072329655E-1
3.217480704E1,-1.554753333E-1,8.295932412E-1,7.389275730E-2
3.218478504E1,-5.661933124E-2,6.885961890E-1,3.524789959E-2
3.219476304E1,-4.386170767E-3,6.512880921E-1,1.376622636E-2
3.220474104E1,1.489697956E-2,6.730504036E-1,1.289404184E-2
3.221471904E1,2.668163180E-2,8.112800121E-1,1.669530943E-2
3.222469704E1,4.899625853E-2,8.495666981E-1,1.360231638E-2
3.223467504E1,1.275387034E-2,7.998278141E-1,2.866717428E-2
3.224465304E1,-5.219956115E-2,6.129658222E-1,3.381453454E-2
3.225463104E1,-7.647220045E-2,5.482935309E-1,3.115007654E-2
3.226460904E1,-9.633139521E-2,5.016764402E-1,4.577162862E-2
3.227458704E1,-9.359561652E-2,5.098610520E-1,3.481557593E-2
3.228456504E1,-1.327600628E-1,5.858448148E-1,5.525773391E-2
3.229454304E1,-1.427079290E-1,5.331528783E-1,5.929659307E-2
3.230452104E1,-1.138379276E-1,4.847551882E-1,4.608118907E-2
3.231449904E1,-7.648326457E-2,5.610145330E-1,3.942982852E-2
3.232447704E1,-4.943539575E-2,5.863185525E-1,3.010716662E-2
3.233445504E1,-3.470429778E-2,5.840874910E-1,1.995236427E-2
3.234443304E1,-6.127198786E-2,5.689122677E-1,2.101363242E-2
3.235441104E1,-1.189167202E-1,6.164083481E-1,3.703916073E-2
3.236438904E1,-1.837886572E-1,6.957165003E-1,5.762699246E-2
3.237436704E1,-2.461256087E-1,7.984067798E-1,8.476056159E-2
3.238434504E1,-2.441905588E-1,9.917336106E-1,9.301556647E-2
3.239432304E1,-2.913822830E-1,1.087876916E0,9.958040714E-2
3.240430104E1,-3.042322993E-1,1.189959526E0,9.869890660E-2
3.241427904E1,-3.052582145E-1,1.308175087E0,9.256775677E-2
3.242425704E1,-3.953031301E-1,1.423804998E0,1.067032814E-1
3.243423504E1,-4.958954751E-1,1.560721874E0,1.166525781E-1
3.244421304E1,-5.670279860E-1,1.633538008E0,1.140738428E-1
3.245419104E1,-5.647502542E-1,1.531564951E0,1.020339355E-1
3.246416904E1,-4.864969850E-1,1.391417742E0,7.658290863E-2
3.247414704E1,-3.754414618E-1,1.290954471E0,4.578977451E-2
3.248412504E1,-3.067625463E-1,1.243110538E0,2.823581547E-2
3.249410304E1,-2.882086337E-1,1.221424460E0,2.269732952E-2
3.250408104E1,-2.971374393E-1,1.119479418E0,2.314154617E-2
3.251405904E1,-2.628250420E-1,1.035977721E0,1.890134439E-2
3.252403704E1,-1.725545526E-1,1.002883673E0,4.899241962E-3
3.253401504E1,-1.268777847E-1,9.394432306E-1,-1.411605626E-3
3.254399304E1,-1.307177991E-1,8.519371152E-1,-8.970828494E-4
3.255397104E1,-1.322243214E-1,7.941017151E-1,-1.642345684E-3
3.256394904E1,-1.391160488E-1,7.477219701E-1,8.274699212E-4
3.257392704E1,-1.725600958E-1,7.096325159E-1,2.877259394E-3
3.258390504E1,-1.754791886E-1,6.781579852E-1,3.477891150E-4
3.259388304E1,-1.342791617E-1,6.148676872E-1,-1.817425713E-3
3.260386104E1,-5.631193146E-2,4.931402206E-1,-1.090649050E-3
3.261383904E1,2.625336405E-3,3.641402721E-1,1.970582874E-3
3.262381704E1,1.981916605E-3,3.024478853E-1,2.654482611E-3
3.263379504E1,-4.886980169E-4,3.176590502E-1,4.460105672E-3
3.264377304E1,-5.193172023E-3,3.546080291E-1,3.792184871E-3
3.265375104E1,-5.597586278E-4,3.944565654E-1,1.453845296E-3
3.266372904E1,-8.731381968E-5,4.409095645E-1,-6.314097554E-4
3.267370704E1,2.261509653E-3,4.553632140E-1,-1.049863873E-3
3.268368504E1,5.047442392E-3,4.059543908E-1,-4.036066588E-3
3.269366304E1,6.798307411E-3,2.784277201E-1,-8.072759025E-3
3.270364104E1,8.221766911E-3,1.524069458E-1,-7.721755188E-3
3.271361954E1,5.791452248E-3,1.115572676E-1,-1.125594135E-2
3.272359754E1,7.082819007E-3,9.331780672E-2,-7.407140918E-3
3.273357554E1,4.116297700E-3,1.010802090E-1,-7.824562490E-3
3.274355254E1,2.027314389E-3,1.087013781E-1,-4.651938099E-3
3.275353054E1,4.381801933E-3,8.398643136E-2,-3.074600128E-3
3.276350854E1,6.196746603E-3,5.021574907E-3,-2.151015913E-3
3.277348654E1,9.125092998E-3,-5.966484547E-2,1.524685416E-3
3.278346454E1,9.982097894E-3,-1.052895859E-1,3.215260105E-3
3.279344254E1,6.621471839E-4,-1.617790312E-1,4.287365358E-3
3.280342054E1,-1.283025602E-3,-2.233923227E-1,4.782447126E-3
3.281339854E1,-2.500227187E-3,-2.953749895E-1,3.257507691E-3
3.282337654E1,1.560094533E-4,-3.566449881E-1,4.611991346E-3
3.283335454E1,-6.875903346E-4,-3.962276876E-1,3.163062269E-3
3.284333254E1,1.287143561E-3,-4.193119705E-1,5.054438952E-3
3.285331054E1,1.238247007E-2,-4.255822897E-1,4.103950690E-3
3.286328854E1,3.786066547E-2,-4.050306678E-1,2.871972276E-3
3.287326654E1,4.921942577E-2,-3.686099350E-1,4.422573838E-4
3.288324454E1,4.361959547E-2,-3.237175345E-1,-3.507476766E-3
3.289322254E1,3.452357650E-2,-2.847223282E-1,-3.320741234E-3
3.290320054E1,1.236500964E-2,-2.557487190E-1,-3.812094452E-3
3.291317854E1,-2.910186537E-3,-2.386597842E-1,-5.508677103E-3
3.292315654E1,-3.905942198E-3,-2.290186137E-1,-3.631148720E-3
3.293313454E1,-5.869835615E-3,-2.409957647E-1,-3.936925437E-3
3.294311254E1,-2.218908165E-3,-2.600946128E-1,-2.378177131E-3
3.295309054E1,-5.900710821E-4,-2.422807962E-1,9.658710333E-4
3.296306854E1,-1.675841864E-3,-1.833604872E-1,2.069751266E-3
3.297304654E1,2.661938313E-3,-1.229986995E-1,4.595063161E-3
3.298302454E1,1.765784691E-3,-5.624070764E-2,1.050662133E-3
3.299300254E1,1.968646422E-3,-1.442093402E-2,2.939356724E-3
3.300298054E1,1.059709582E-3,-1.169305854E-2,3.163062269E-3
3.301295854E1,8.767047548E-4,-9.095076472E-3,4.254168598E-4
3.302293654E1,8.095218800E-5,-1.796950586E-3,1.375291467E-4
3.303291454E1,-1.247737790E-3,1.130374614E-2,-1.450403361E-3
3.304289254E1,-6.796855014E-4,3.459202498E-2,-4.605063295E-4
3.305287054E1,-1.149278483E-3,4.952398688E-2,-2.636886900E-3
3.306284854E1,7.497670595E-5,5.114744604E-2,-7.572492177E-5
3.307282654E1,1.822377904E-3,4.367102683E-2,6.200183416E-4
3.308280454E1,1.187746646E-3,-4.804553464E-4,-7.017084863E-4
3.309278254E1,8.328082622E-4,-3.941416740E-2,-1.714818354E-4
3.310276054E1,1.997674815E-3,-6.731504202E-2,-6.673624157E-4
3.311273854E1,1.157840248E-3,-7.209696621E-2,-4.266499600E-4
3.312271654E1,-2.484831493E-3,-3.789878264E-2,-2.878888743E-3
3.313269454E1,-3.036277834E-3,5.030329339E-3,-3.245484317E-3
3.314267254E1,-3.075426444E-3,2.926882356E-2,-4.495572299E-3
3.315265054E1,-3.125493880E-3,2.058851719E-2,-2.410050714E-3
3.316262854E1,-2.759042662E-3,-9.955277666E-3,-3.957613371E-3
3.317260654E1,-1.735512051E-3,-1.816888154E-2,-2.277912339E-3
3.318258454E1,-1.000745804E-3,-1.025023963E-2,1.788468100E-3
3.319256254E1,6.092987023E-4,8.935677819E-3,1.525465515E-3
3.320254054E1,-8.365581743E-5,2.804731950E-2,1.924406970E-3
3.321251854E1,-1.741778920E-3,3.361633420E-2,3.076334484E-3
3.322249654E1,-1.578428783E-5,2.938350476E-2,8.214360569E-4
3.323247454E1,9.556708392E-5,2.665022202E-2,9.379455587E-4
3.324245254E1,-1.320968382E-3,3.174511343E-2,1.923581352E-3
3.325243054E1,3.006124403E-3,2.622995526E-2,-3.533190466E-6
3.326240854E1,3.390684724E-3,1.831930131E-2,3.131166450E-4
3.327238654E1,1.481838641E-3,-3.545371350E-3,-1.713397331E-3
3.328236454E1,1.943364507E-3,-4.680363089E-2,-6.641119253E-4
3.329234254E1,1.455565216E-4,-7.217367738E-2,-2.294378588E-3
3.330232054E1,-1.755407779E-3,-7.112519443E-2,-1.025915029E-3
3.331229854E1,-9.675731417E-4,-6.808695197E-2,9.156695160E-5
3.332227654E1,-7.555854972E-4,-6.509488821E-2,-1.751074102E-3
3.333225454E1,-1.471725642E-3,-5.681182817E-2,6.805518933E-5
3.334223254E1,-7.931521395E-4,-3.168330342E-2,5.658000009E-4
3.335221054E1,-5.412654718E-4,-5.994917825E-3,-1.342272037E-3
3.336218854E1,1.240579877E-5,-2.068039030E-4,4.292626982E-4
3.337216654E1,5.800233921E-4,-1.718763262E-2,9.481699672E-4
3.338214454E1,-5.680654431E-4,-5.206545442E-2,3.305600258E-3
3.339212254E1,-1.207522582E-4,-8.476909250E-2,9.618949844E-4
3.340210054E1,-1.640085713E-3,-9.699060023E-2,1.022881363E-3
3.341207854E1,-6.336682709E-4,-1.047505140E-1,-6.791176274E-4
3.342205654E1,-1.232612994E-3,-9.713148326E-2,-1.476468053E-3
3.343203454E1,-1.357790432E-3,-8.648309857E-2,-4.299916327E-6
3.344201254E1,-1.509058173E-3,-9.299612790E-2,1.131454919E-4
3.345199054E1,-6.682587555E-4,-9.036792815E-2,-1.495247707E-3
3.346196754E1,1.946464181E-7,-6.847567856E-2,-5.793972377E-5
3.347194554E1,-1.404229086E-3,-5.768131092E-2,1.201698789E-3
3.348192354E1,4.029921256E-4,-5.171423405E-2,3.292546608E-3
3.349190154E1,1.505938126E-3,-4.404065013E-2,1.018217066E-3
3.350187954E1,2.532586688E-3,-1.804926619E-2,2.521305112E-3
3.351185754E1,2.080538310E-3,1.383326575E-2,2.687843982E-3
3.352183554E1,1.914623426E-3,1.680854894E-2,1.338686561E-3
3.353181354E1,1.029427862E-3,-1.756361499E-2,1.470136340E-3
3.354179154E1,1.732216915E-4,-4.978466779E-2,1.665079733E-3
3.355176954E1,9.047136409E-4,-6.107312441E-2,6.719413213E-4
3.356174754E1,-5.615490954E-5,-4.931100830E-2,1.546523301E-3
3.357172554E1,-9.587706299E-4,-2.172316425E-2,-1.313730492E-3
3.358170354E1,2.630371600E-3,2.461823449E-2,-3.139798064E-4
3.359168154E1,1.932615531E-3,6.613051891E-2,-6.034920225E-4
3.360165954E1,3.466862720E-3,9.510224313E-2,2.122785896E-3
3.361163754E1,5.484239664E-3,9.738955647E-2,1.284552622E-3
3.362161554E1,3.375016153E-3,8.356188983E-2,3.141841153E-3
3.363159354E1,4.102820531E-4,5.973429233E-2,-1.244084706E-4
3.364157154E1,1.690996229E-3,2.048009820E-2,-1.544938539E-3
3.365154954E1,7.123161340E-4,5.295738578E-3,-1.754932571E-3
3.366152754E1,1.821522717E-3,1.523225848E-2,4.909111885E-4
3.367150554E1,1.142910332E-3,1.951443031E-2,1.381527254E-4
3.368148354E1,2.290999051E-3,1.035022549E-3,2.508044709E-4
3.369146154E1,2.697186777E-3,-6.904456764E-3,-1.744492212E-3
3.370143954E1,1.292369328E-3,1.657872461E-3,1.475802157E-3
3.371141717E1,2.992531285E-3,9.606076404E-3,3.518712940E-3
3.372139517E1,2.524880227E-3,2.411418036E-2,3.130157711E-3
3.373137317E1,-8.550423663E-4,3.269793466E-2,1.336102374E-3
3.374135117E1,7.804048946E-4,2.223889902E-2,5.057287635E-4
3.375132917E1,2.482527634E-4,1.946859434E-2,4.314848338E-4
3.376130717E1,2.013129648E-3,1.887018234E-2,-5.642711185E-4
3.377128517E1,1.569971209E-3,2.913293615E-2,2.214976819E-3
3.378126317E1,4.457104020E-3,2.925037965E-2,4.881831701E-4
3.379124117E1,4.997616168E-3,1.441760361E-2,-8.283922216E-4
3.380121917E1,2.520876471E-3,-8.504489437E-3,-1.858236617E-3
3.381119717E1,-1.949860016E-3,-2.000138350E-2,1.067916019E-4
3.382117517E1,-2.110448433E-3,-2.454606816E-2,-3.033351968E-4
3.383115317E1,-2.152014989E-3,-2.984789386E-2,-8.152510272E-4
3.384113117E1,-8.318861946E-4,-3.983341902E-2,-9.840955026E-4
3.385110917E1,7.669500192E-4,-5.157817900E-2,-3.365767654E-3
3.386108717E1,1.897728187E-3,-5.172678083E-2,-4.300803412E-3
3.387106517E1,1.292596222E-3,-3.520925716E-2,-2.421624027E-3
3.388104317E1,2.742034849E-4,-2.508178726E-2,-2.333044540E-4
3.389102117E1,-8.419273654E-4,-2.694227174E-2,-1.996849664E-3
3.390099917E1,-3.203352448E-3,-3.463747352E-2,-3.518151352E-4
3.391097717E1,-1.482903492E-3,-5.439086258E-2,-1.376683475E-3
3.392095517E1,-3.841132857E-3,-7.341249287E-2,2.808679710E-4
3.393093317E1,-3.156855470E-3,-8.012510091E-2,-4.366779467E-4
3.394091117E1,-1.289979322E-3,-7.429144531E-2,-3.815505188E-4
3.395088917E1,-8.749201661E-4,-6.702426076E-2,4.184997524E-4
3.396086717E1,-4.173890920E-4,-6.012560427E-2,1.032358501E-3
3.397084517E1,-1.188264694E-3,-5.953062326E-2,2.532923827E-4
3.398082317E1,-1.702254638E-3,-6.332056224E-2,-7.821446634E-4
3.399080117E1,4.239819245E-4,-5.935636908E-2,5.232078256E-4
3.400077917E1,-2.388788853E-4,-5.989033356E-2,-8.049106691E-4
3.401075717E1,-2.507211175E-3,-5.868688971E-2,8.503084537E-4
3.402073517E1,-4.746863851E-4,-5.692894012E-2,-8.434619522E-4
3.403071317E1,1.030432875E-3,-5.212435871E-2,-2.310819109E-4
3.404069017E1,-6.915670820E-4,-4.529148713E-2,1.459492720E-3
3.405066817E1,1.709816279E-4,-3.460121900E-2,9.666241240E-4
3.406064617E1,-4.607201554E-4,-2.518827841E-2,-1.498397789E-3
3.407062417E1,-2.677308396E-3,-2.741620317E-2,-1.049216444E-4
3.408060217E1,2.303308574E-4,-3.481979296E-2,-8.378236089E-4
3.409058017E1,-1.278764568E-3,-3.754230216E-2,-2.121531637E-3
3.410055817E1,-4.185636062E-4,-3.324928507E-2,-5.417444045E-4
3.411053617E1,-1.336918212E-4,-2.700669318E-2,1.154509664E-4
3.412051417E1,-6.649926072E-4,-2.133895271E-2,-6.278372603E-4
3.413049217E1,-8.332985453E-5,-1.794180833E-2,-8.863473777E-4
3.414047017E1,-1.632490545E-3,-1.482564397E-2,7.261965657E-4
3.415044817E1,-1.870310982E-3,-1.275210641E-2,-1.552404021E-3
3.416042617E1,-8.066253504E-4,-7.140112109E-3,-1.032188535E-3
3.417040417E1,-4.712447990E-4,4.769132473E-3,-1.631059684E-3
3.418038217E1,-9.924252518E-4,1.339404564E-2,-2.480341587E-3
3.419036017E1,-9.991017869E-4,1.176125091E-2,-1.150680473E-3
3.420033817E1,-7.354490226E-4,5.909753032E-3,-1.688639051E-3
3.421031617E1,1.207181485E-4,1.146997698E-2,6.414708914E-4
3.422029417E1,5.018165102E-4,2.211436629E-2,-7.447043899E-4
3.423027217E1,2.444553422E-3,1.958816499E-2,-1.563249854E-3
3.424025017E1,2.565002069E-4,1.523602754E-2,-8.253224951E-5
3.425022817E1,6.580738118E-4,8.070874959E-3,2.333891112E-3
3.426020617E1,2.530069323E-4,1.369680278E-2,9.003113955E-4
3.427018417E1,4.160889657E-4,2.086045966E-2,1.186723937E-3
3.428016217E1,8.517820970E-4,2.296622097E-2,7.036265451E-4
3.429014017E1,-5.844316911E-5,2.818631008E-2,6.470369408E-4
