"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.045274533E1,4.675731063E-3,9.365426376E-4,-1.693468424E-3
1.046272333E1,1.372240670E-2,-3.562821075E-4,-2.275439445E-3
1.047270133E1,2.340059914E-2,8.818209171E-4,-5.563690793E-4
1.048267933E1,3.030492365E-2,-1.124860719E-4,-4.567216965E-4
1.049265733E1,3.440938517E-2,6.531728432E-4,4.479540803E-4
1.050263533E1,3.435529768E-2,7.747048512E-4,-1.301314565E-3
1.051261333E1,3.343836963E-2,3.209030256E-4,5.325382808E-4
1.052259133E1,2.804882079E-2,7.414259017E-6,4.238417838E-3
1.053256933E1,2.474490367E-2,-1.078356989E-3,5.334308837E-3
1.054254733E1,2.310397476E-2,-5.643321201E-4,4.451646004E-3
1.055252533E1,2.672960237E-2,-5.574077368E-4,3.814351512E-3
1.056250333E1,3.072882630E-2,-2.355507109E-3,1.710805111E-3
1.057248033E1,3.135413677E-2,-1.141638495E-3,-1.579264062E-3
1.058245833E1,2.539515868E-2,4.027616233E-4,-1.403319649E-3
1.059243633E1,1.655799150E-2,3.721350804E-4,-1.681456197E-4
1.060241433E1,2.990152687E-3,5.307048559E-5,2.874925267E-3
1.061239233E1,-1.219412591E-2,-8.537359536E-4,7.164745126E-3
1.062237033E1,-2.695800178E-2,-3.816803452E-3,5.595169961E-3
1.063234833E1,-3.240123764E-2,6.325393915E-4,2.755174646E-3
1.064232633E1,-3.020528518E-2,2.602616325E-3,-2.851144411E-3
1.065230433E1,-1.883571967E-2,7.389364764E-4,-5.051980726E-3
1.066228233E1,-5.314740352E-3,1.053755172E-3,-4.081349354E-3
1.067226033E1,3.534944030E-3,-3.856847528E-3,-4.727698397E-3
1.068223833E1,5.114527303E-4,-4.477463663E-4,-4.840374924E-3
1.069221629E1,-6.102774292E-3,2.539968118E-4,8.159127901E-4
1.070219429E1,-6.689841859E-3,8.401358500E-4,2.493287204E-3
1.071217229E1,-5.164602771E-5,1.375164837E-3,2.549746307E-3
1.072215029E1,4.328234121E-3,-8.443808183E-4,-9.598517208E-4
1.073212829E1,1.128148101E-2,1.437415369E-3,-3.732202575E-3
1.074210629E1,1.802329533E-2,-5.219224840E-5,-3.209610702E-3
1.075208429E1,1.570767723E-2,-1.212798059E-3,-2.177635906E-3
1.076206229E1,1.141034719E-2,-4.505080637E-3,-6.076446152E-4
1.077204029E1,2.938033082E-3,-1.569211483E-3,4.306686576E-3
1.078201829E1,-4.620192572E-3,-3.792942502E-3,6.629859563E-3
1.079199629E1,-4.500083625E-3,-1.275190152E-3,4.717709962E-3
1.080197429E1,-1.354222768E-3,-2.530271187E-3,6.689793430E-3
1.081195229E1,2.412818372E-3,-2.627742942E-3,6.612028927E-3
1.082193029E1,8.177261800E-3,-1.827278174E-3,3.598258831E-3
1.083190829E1,1.379519980E-2,-1.905575395E-3,-4.742471501E-4
1.084188629E1,9.953629225E-3,-1.160498708E-3,-1.323106932E-3
1.085186429E1,5.705654621E-5,-7.940474898E-4,-2.474561625E-4
1.086184229E1,-8.718286641E-3,1.708983444E-3,-3.319886746E-4
1.087182029E1,-3.417796688E-3,-1.496374607E-4,-2.497405047E-3
1.088179829E1,7.752592210E-3,9.845132008E-4,-4.608388990E-3
1.089177629E1,1.553248428E-2,1.587186009E-3,-2.439244185E-3
1.090175429E1,1.838916913E-2,-1.256018877E-3,-1.266482985E-3
1.091173229E1,1.429163106E-2,-1.139106229E-3,2.535711974E-3
1.092171029E1,8.959614672E-3,-3.667113837E-3,5.416774075E-4
1.093168829E1,1.943522366E-4,-1.630861312E-3,-2.163827885E-3
1.094166629E1,-6.796609610E-3,-2.682673745E-3,-8.931078482E-4
1.095164429E1,-1.511845645E-2,-2.064667642E-4,-2.102183178E-3
1.096162229E1,-1.669566892E-2,7.995544001E-4,-1.740066451E-3
1.097160029E1,-1.532387268E-2,-6.318949163E-4,8.053828496E-4
1.098157829E1,-1.124941558E-2,7.474776357E-4,6.898751017E-4
1.099155629E1,-5.337996874E-3,-5.918266252E-4,2.475258196E-3
1.100153429E1,-2.440650947E-3,-1.454668120E-3,9.744253475E-5
1.101151229E1,1.814973075E-4,2.798493952E-4,-6.895215483E-4
1.102149029E1,-2.394946991E-3,-8.456306532E-4,-1.650538528E-3
1.103146829E1,-6.728975102E-3,-2.382807434E-3,-2.764272504E-3
1.104144629E1,-8.220964111E-3,-2.271002159E-4,-7.260559592E-3
1.105142429E1,-7.679809351E-3,-8.105989546E-4,-7.738597225E-3
1.106140229E1,-4.960370250E-3,-3.790454939E-4,-7.580066565E-3
1.107138029E1,-7.730817888E-4,4.601171240E-4,-5.739023443E-3
1.108135829E1,2.505841665E-3,-6.606169045E-4,9.137091110E-4
1.109133629E1,4.544225056E-3,-9.860545397E-4,6.960416213E-3
1.110131429E1,8.858459070E-3,-1.090040430E-3,7.969948463E-3
1.111129229E1,1.203960460E-2,1.699011773E-4,8.021879941E-3
1.112127029E1,1.243794337E-2,-1.017712057E-3,5.089187529E-3
1.113124829E1,8.982225321E-3,-2.134375740E-3,5.510233343E-3
1.114122629E1,6.409869529E-3,2.146204934E-4,2.719701035E-3
1.115120429E1,6.217322778E-3,4.945192486E-4,6.530879764E-4
1.116118129E1,8.216291666E-3,-9.949868545E-4,-1.650279970E-3
1.117115929E1,6.813002750E-3,-8.865334094E-4,-2.109648893E-3
1.118113729E1,7.086448837E-3,-1.217402518E-3,-7.998972433E-4
1.119111529E1,3.912617685E-4,-7.755840197E-4,9.450059151E-4
1.120109329E1,-3.677376546E-3,-6.802845746E-5,1.785536413E-3
1.121107129E1,-8.259302704E-4,5.644718185E-4,4.137373529E-3
1.122104929E1,6.962345447E-3,-5.409596488E-4,-8.845857810E-4
1.123102729E1,6.070719101E-3,-5.971528590E-4,-1.821219455E-3
1.124100529E1,4.405622836E-3,7.167300209E-4,-3.664733144E-3
1.125098329E1,2.258848632E-3,-4.333630204E-5,-4.559022374E-3
1.126096129E1,5.121253431E-3,-3.238422796E-4,-3.785484470E-3
1.127093929E1,3.580348101E-3,-5.866959691E-4,-5.770870950E-3
1.128091729E1,-1.044316683E-3,6.709927693E-4,-4.918998107E-3
1.129089529E1,-8.887326345E-3,-2.397235017E-3,-2.171148313E-3
1.130087329E1,-1.470097993E-2,-1.390811056E-3,-2.869081451E-3
1.131085129E1,-1.933035441E-2,-1.274164766E-3,-1.566262916E-3
1.132082929E1,-2.088763006E-2,-5.093486980E-4,-5.460833199E-3
1.133080729E1,-2.095873654E-2,1.560726203E-3,-5.560169462E-3
1.134078529E1,-1.740379259E-2,1.964160241E-3,-5.022917408E-3
1.135076329E1,-1.299493015E-2,3.054192290E-3,-2.574673854E-3
1.136074129E1,-9.489811026E-3,6.048288196E-4,1.837396063E-3
1.137071929E1,-3.540309146E-3,9.113587439E-4,5.856905133E-3
1.138069729E1,-1.252354356E-3,-5.377493799E-4,4.136899486E-3
1.139067529E1,4.693792434E-4,2.470836043E-4,-7.127168356E-4
1.140065329E1,6.347599905E-3,-2.151228022E-3,-3.942500800E-3
1.141063129E1,7.180636283E-3,-1.162928529E-3,-2.637818223E-3
1.142060929E1,4.324445035E-3,-7.880255580E-4,-5.411582999E-3
1.143058729E1,1.816279721E-3,-8.905576542E-4,-5.377320340E-4
1.144056529E1,-1.741227112E-3,-1.017526723E-3,9.944406338E-4
1.145054329E1,-3.461362794E-3,2.051303163E-4,1.284192665E-3
1.146052129E1,-1.588322455E-3,8.897539228E-4,1.324029639E-3
1.147049929E1,3.630407853E-3,-7.857196033E-5,4.753381945E-3
1.148047729E1,6.168399937E-3,1.258601435E-3,7.236246951E-3
1.149045529E1,6.887986325E-3,8.745733649E-4,4.625017755E-3
1.150043329E1,5.184300710E-3,5.181971937E-5,3.669217695E-3
1.151041129E1,-9.833140066E-4,8.417135105E-4,5.324372090E-3
1.152038929E1,-7.401215844E-3,1.042868011E-3,3.326409264E-3
1.153036729E1,-1.452090964E-2,-1.076171175E-4,1.030231710E-3
1.154034529E1,-1.821230724E-2,-1.699637622E-3,4.188259132E-3
1.155032329E1,-2.232928760E-2,-4.682377912E-3,8.442926221E-3
1.156030129E1,-2.821346372E-2,-4.805034492E-3,1.218631025E-2
1.157027929E1,-2.483630925E-2,-4.103291314E-3,1.243638154E-2
1.158025729E1,-1.546045486E-2,-4.146543797E-3,8.809935302E-3
1.159023529E1,-3.433885518E-3,-2.579539549E-3,6.512426771E-3
1.160021329E1,6.944161840E-3,-1.245874912E-3,2.314892365E-3
1.161019129E1,9.582023136E-3,5.967663601E-4,1.270933310E-3
1.162016929E1,3.539849073E-3,-2.213008702E-5,-3.280627076E-3
1.163014729E1,-3.745494410E-3,-1.500983723E-3,-3.624707460E-3
1.164012529E1,-1.086944528E-2,-1.888996921E-3,-5.218584090E-3
1.165010329E1,-9.164489806E-3,-5.725966766E-4,-7.634870242E-3
1.166008129E1,-4.534083884E-3,9.047426283E-4,-7.969759405E-3
1.167005929E1,2.815441694E-3,-1.316865906E-3,-5.445349030E-3
1.168003729E1,5.242231302E-3,-7.865903899E-4,4.473626032E-4
1.169001579E1,3.036867362E-3,6.989203393E-4,4.088702612E-3
1.169999379E1,-4.242055118E-3,-1.675272360E-3,7.051019464E-3
1.170997179E1,-9.288479574E-3,4.007015377E-5,1.024148706E-2
1.171994979E1,-1.129692979E-2,-7.954472676E-4,1.221239846E-2
1.172992779E1,-1.059518661E-2,-5.144123454E-3,1.020304393E-2
1.173990579E1,-9.999312460E-3,-2.813795116E-3,5.415463354E-3
1.174988379E1,-1.096417569E-2,2.912897617E-5,-3.815784294E-5
1.175986179E1,-8.257973939E-3,-4.838230088E-4,-2.867116360E-3
1.176983979E1,-5.607063882E-3,2.480139956E-4,-9.373897337E-4
1.177981779E1,-6.926232018E-4,4.469854757E-4,6.955692079E-4
1.178979579E1,5.430516787E-3,-7.767369971E-4,2.390138572E-3
1.179977379E1,7.700050250E-3,1.074168831E-4,2.290218370E-3
1.180975179E1,9.916332550E-3,1.196916215E-3,-2.232730476E-4
1.181972979E1,1.323004626E-2,-1.009358093E-4,-4.888565745E-3
1.182970779E1,1.564872824E-2,1.323589124E-3,-6.349309348E-3
1.183968479E1,1.239314117E-2,4.816595465E-4,-6.996007636E-3
1.184966279E1,6.678796373E-3,3.764647990E-4,-4.058540799E-3
1.185964079E1,2.088958863E-4,-1.219162717E-3,-2.049558971E-4
1.186961879E1,-7.011466660E-3,-2.765393816E-3,-8.992420044E-4
1.187959679E1,-8.374600671E-3,-4.002992064E-4,2.400718076E-4
1.188957479E1,-1.067424100E-2,-1.408571377E-3,2.368470188E-3
1.189955279E1,-1.341816783E-2,-1.106676646E-3,4.849717487E-3
1.190953079E1,-1.455054432E-2,-1.867541112E-3,9.664978832E-3
1.191950879E1,-1.793386601E-2,-5.595902447E-3,1.387898438E-2
1.192948679E1,-2.176881954E-2,-6.949321367E-3,1.403797511E-2
1.193946479E1,-2.440720238E-2,-4.242731258E-3,8.010759018E-3
1.194944279E1,-1.872854494E-2,-2.202922478E-4,-9.720829548E-4
1.195942079E1,-1.373629924E-2,-3.162082285E-4,-7.898101583E-3
1.196939879E1,-6.122854538E-3,-3.777276725E-4,-9.381481446E-3
1.197937679E1,-7.311736699E-4,-5.388148129E-4,-8.255056106E-3
1.198935479E1,2.594848163E-3,1.243372448E-3,-5.695491098E-3
1.199933279E1,2.064618515E-3,4.012892023E-4,-1.494062482E-3
1.200931079E1,2.173808170E-3,7.839854807E-4,4.891934805E-4
1.201928879E1,5.403262563E-3,1.485485584E-3,-4.521393683E-3
1.202926679E1,1.417811215E-2,3.633591346E-3,-6.035666913E-3
1.203924479E1,2.017467469E-2,1.105600968E-3,-7.151576690E-3
1.204922279E1,1.836186089E-2,-1.682994887E-3,-4.068701528E-3
1.205920079E1,9.927093983E-3,-3.172244411E-3,-5.693322164E-4
1.206917879E1,-1.822654158E-4,-2.217235044E-3,1.466121874E-3
1.207915679E1,-6.136524491E-3,-1.770177856E-3,3.028996754E-3
1.208913479E1,-7.795141079E-3,-2.341958228E-3,2.664942527E-3
1.209911279E1,-3.911864944E-3,-1.945858821E-4,1.724829199E-3
1.210909079E1,2.189437393E-3,1.922626980E-3,-9.218201740E-4
1.211906879E1,4.357362166E-3,2.504826523E-3,-3.100642469E-3
1.212904679E1,4.883336369E-3,2.970346250E-3,3.532111295E-4
1.213902479E1,-2.597699407E-3,1.511943527E-3,2.361175139E-3
1.214900279E1,-7.436663378E-3,5.148565397E-4,7.241417654E-3
1.215898079E1,-4.492244683E-3,4.002470523E-4,7.515029050E-3
1.216895879E1,-1.800321625E-3,-9.742099792E-4,4.986357875E-3
1.217893679E1,-4.210148007E-3,-2.746323589E-3,5.202601664E-3
1.218891479E1,-6.316442043E-3,-5.003885366E-3,5.239353515E-3
1.219889279E1,-8.811378852E-3,-3.076143563E-3,1.609657542E-3
1.220887079E1,-7.184721064E-3,-2.403162885E-3,-2.567510819E-3
1.221884879E1,-5.315941293E-3,-4.562009126E-4,-4.465922248E-3
1.222882679E1,-1.459466293E-4,-2.180598211E-3,-3.020624630E-3
1.223880479E1,-2.177530900E-3,-1.567585394E-3,-6.030491088E-3
1.224878279E1,-1.199618098E-3,-1.972652506E-3,-2.931104274E-3
1.225876079E1,-8.812465239E-5,-2.329017967E-3,1.328180195E-3
1.226873879E1,6.384422071E-3,-4.072813317E-4,-1.096894150E-3
1.227871679E1,9.267568588E-3,3.061862662E-4,-2.670529298E-3
1.228869479E1,1.369267702E-2,1.381836832E-3,-2.506478457E-3
1.229867279E1,1.970840432E-2,1.216332428E-3,-4.288472235E-3
1.230865079E1,2.387491986E-2,1.181977801E-3,-6.417402998E-3
1.231862879E1,2.412228286E-2,-1.962616574E-3,-5.729157478E-3
1.232860679E1,2.108814381E-2,-1.919473521E-3,-2.317914506E-3
1.233858479E1,1.931809634E-2,-4.824642092E-4,2.715677838E-4
1.234856279E1,2.020306513E-2,-8.457191288E-4,-2.069084439E-3
1.235854079E1,1.557376422E-2,8.809156716E-4,-1.687700045E-3
1.236851879E1,7.092660759E-3,1.227393746E-3,-1.309264801E-3
1.237849679E1,-7.234083023E-5,-1.080685295E-3,2.466899459E-4
1.238847479E1,-9.421101771E-3,-2.692202106E-4,5.703506991E-3
1.239845279E1,-1.464195549E-2,1.078346744E-3,6.174646318E-3
1.240843079E1,-1.440493390E-2,1.054910943E-3,7.530994248E-3
1.241840879E1,-1.130688936E-2,-1.571142115E-3,9.065700695E-3
1.242838679E1,-7.396569476E-3,-3.939225338E-3,8.922955953E-3
1.243836479E1,-8.406342939E-3,-4.551187623E-3,1.011912804E-2
1.244834279E1,-9.789588861E-3,-3.984200768E-3,9.356664494E-3
1.245832079E1,-1.329720765E-2,-5.816802848E-3,9.647876956E-3
1.246829879E1,-1.801499911E-2,-4.895082675E-3,7.748776115E-3
1.247827679E1,-1.737498492E-2,-1.608660445E-3,1.734768972E-3
1.248825479E1,-9.740767069E-3,-7.852111012E-4,-3.098069457E-3
1.249823279E1,-2.238885732E-3,-2.534075174E-3,-8.108437760E-4
1.250821079E1,-3.118527820E-3,-8.416362107E-4,2.054717392E-3
1.251818879E1,-5.144285038E-3,-2.698890399E-3,7.043259218E-3
1.252816679E1,-6.266540848E-3,-4.467229359E-3,9.928794578E-3
1.253814479E1,-1.090338454E-2,-7.799657527E-3,1.184754912E-2
1.254812279E1,-2.062205784E-2,-6.920281798E-3,5.619747564E-3
1.255810079E1,-2.668744698E-2,-2.513740677E-3,-4.153676797E-3
1.256807879E1,-2.115020156E-2,-2.900017425E-4,-1.016869210E-2
1.257805679E1,-9.251944721E-3,1.662036404E-3,-9.256351739E-3
1.258803479E1,-1.189757022E-3,1.739267260E-3,-4.850418307E-3
1.259801279E1,2.473006025E-3,-1.021323726E-3,4.071299627E-4
1.260799079E1,1.749158720E-3,-1.674863510E-3,5.262871739E-3
1.261796879E1,-5.771537311E-3,-1.834810711E-3,5.344915669E-3
1.262794679E1,-8.518322371E-3,-1.810043119E-3,2.703592647E-3
1.263792479E1,-7.783790119E-3,-1.404259354E-3,-2.095293952E-3
1.264790279E1,-4.173874855E-3,-1.051656902E-3,-6.089236122E-3
1.265787979E1,1.583917881E-3,1.325765625E-4,-7.076847367E-3
1.266785779E1,5.614079535E-3,5.823839456E-4,-6.480033044E-3
1.267783579E1,7.977362722E-3,-7.963422686E-4,6.992912386E-4
1.268781304E1,6.445778999E-3,-8.432148024E-4,3.697744338E-3
1.269779104E1,5.353136454E-3,-2.366869710E-3,4.984525032E-3
1.270776904E1,7.229599636E-3,-3.876080737E-4,4.632988013E-3
1.271774704E1,1.682369597E-2,-9.853951633E-4,3.484068206E-3
1.272772504E1,2.033480816E-2,7.208921015E-4,-1.934931846E-3
1.273770304E1,1.636981219E-2,2.538904548E-3,-2.378950361E-3
1.274768104E1,7.287102751E-3,1.801474951E-3,2.524195705E-3
1.275765904E1,5.247245543E-3,1.351197250E-3,9.419959388E-4
1.276763704E1,7.214256562E-3,2.637237310E-3,-1.067359117E-3
1.277761504E1,1.502404828E-2,5.608787760E-4,-2.754185349E-3
1.278759304E1,1.354413014E-2,1.088983379E-3,-4.217326175E-3
1.279757104E1,9.450058453E-3,-5.595050752E-4,-5.348877516E-3
1.280754904E1,9.561720071E-4,3.105495125E-4,-6.964084692E-3
1.281752704E1,-7.055464201E-3,1.417147927E-3,-7.560306229E-3
1.282750504E1,-1.040039398E-2,-1.685434021E-3,-6.378395483E-3
1.283748304E1,-1.159744244E-2,-1.866859384E-3,-2.167757601E-3
1.284746104E1,-9.051726200E-3,2.812463790E-4,6.613185396E-4
1.285743904E1,2.212540945E-3,-3.675241023E-4,1.420169836E-3
1.286741704E1,1.074610744E-2,-5.214549601E-4,2.803368843E-4
1.287739504E1,8.855341934E-3,-2.843188122E-4,-6.369804760E-5
1.288737304E1,4.395079799E-3,-3.897799179E-4,-4.787879530E-3
1.289735104E1,-5.946893943E-4,-4.830993712E-4,-3.065971832E-4
1.290732904E1,-5.089306273E-3,-2.902867272E-4,2.238852205E-3
1.291730704E1,1.310142688E-4,-1.296968199E-3,2.402609913E-3
1.292728504E1,1.344788447E-2,-2.049310599E-3,3.449765034E-3
1.293726304E1,2.274694853E-2,-4.828143865E-4,1.918032358E-4
1.294724104E1,2.703543752E-2,-1.900148578E-3,2.809158061E-3
1.295721904E1,2.677060291E-2,3.816047683E-4,3.109894227E-3
1.296719704E1,2.137903310E-2,8.505880833E-4,2.805494936E-3
1.297717504E1,1.411511749E-2,2.012575977E-3,5.008688662E-3
1.298715304E1,4.964229185E-3,1.739300787E-4,6.002047565E-3
1.299713104E1,-1.729906187E-3,-5.379766226E-4,5.241084844E-3
1.300710904E1,-4.901997279E-3,1.736199483E-4,2.736381488E-3
1.301708704E1,-5.337559618E-3,-1.149886288E-3,1.243859879E-4
1.302706504E1,-3.156164195E-3,-3.312638961E-3,-2.342500025E-3
1.303704304E1,-2.395502990E-3,-2.719731536E-3,-5.565221887E-3
1.304702104E1,-2.321200911E-3,-1.741819084E-3,-5.136453081E-3
1.305699904E1,-4.447076935E-3,-1.574776135E-3,-5.000380799E-3
1.306697704E1,-8.707601577E-3,-1.600609161E-3,-2.152662259E-3
1.307695504E1,-1.216454897E-2,5.360580981E-4,-5.503087596E-5
1.308693304E1,-7.715738378E-3,7.839985192E-4,-2.980513265E-3
1.309691104E1,1.896696631E-4,1.085329801E-3,-1.263770042E-3
1.310688904E1,8.238541894E-3,-6.441269070E-4,2.108222106E-4
1.311686704E1,1.012905315E-2,-1.466078684E-3,1.337878057E-3
1.312684504E1,9.679512121E-3,8.423496038E-4,-3.068587976E-3
1.313682304E1,7.481478155E-3,-5.928883329E-4,-3.126098309E-3
1.314680104E1,9.641301818E-3,7.048705593E-4,-3.003060352E-3
1.315677904E1,1.234562602E-2,-1.292750239E-4,-4.772931337E-3
1.316675704E1,1.463088486E-2,4.875129089E-4,-4.261071794E-3
1.317673504E1,1.578362659E-2,-2.575768158E-4,-2.136150608E-3
1.318671304E1,6.727280561E-3,-1.671449281E-3,2.356605837E-4
1.319669104E1,-7.623609621E-3,-1.013525762E-3,1.808862085E-3
1.320666904E1,-1.791832596E-2,-1.410739496E-4,4.768965766E-3
1.321664704E1,-1.182214543E-2,-1.562377438E-3,6.954073906E-3
1.322662504E1,2.866253490E-3,-4.659537226E-4,1.215761062E-3
1.323660304E1,2.056559734E-2,-5.800854415E-4,-1.595528913E-3
1.324658104E1,2.586662024E-2,1.241249964E-3,-2.816854510E-3
1.325655904E1,2.342070267E-2,1.042202115E-3,2.939644619E-4
1.326653704E1,1.980492845E-2,-1.177542843E-3,1.918226480E-3
1.327651504E1,1.264706627E-2,6.854813546E-4,2.518697642E-3
1.328649304E1,9.186288342E-3,1.072172076E-3,7.713977247E-4
1.329647104E1,7.703014649E-3,-8.173184469E-4,-3.623199649E-3
1.330644904E1,1.140640583E-2,-1.723325811E-3,-5.552127026E-3
1.331642704E1,8.879483677E-3,9.107654914E-4,-4.717693198E-3
1.332640504E1,4.641595297E-3,1.736022532E-4,-2.927249996E-3
1.333638304E1,2.817715751E-3,4.871087149E-4,1.571821340E-4
1.334636104E1,2.683226019E-3,4.165349528E-4,3.155901562E-3
1.335633904E1,8.086785674E-3,1.110768877E-3,6.374889985E-3
1.336631704E1,1.220909320E-2,-9.020483121E-4,6.302984897E-3
1.337629504E1,1.607520320E-2,2.239355817E-4,2.733549802E-3
1.338627304E1,1.694632322E-2,-6.495807320E-4,-1.937968773E-4
1.339625104E1,1.150045451E-2,-5.535343662E-4,-1.124999020E-3
1.340622904E1,4.602600820E-3,-1.450059935E-4,-2.808915917E-3
1.341620704E1,-2.749591134E-3,5.796300247E-4,-5.233215634E-3
1.342618504E1,-7.373105269E-3,8.451472968E-4,-5.294201896E-3
1.343616304E1,-4.638979677E-3,3.511033952E-3,-7.926220074E-3
1.344614104E1,4.078079015E-3,5.912140012E-3,-8.203187957E-3
1.345611904E1,1.390555874E-2,4.022847861E-4,-6.352493074E-3
1.346609704E1,1.814557798E-2,2.192195505E-3,-1.930314000E-3
1.347607504E1,1.669754088E-2,-1.131813042E-3,1.516570104E-3
1.348605304E1,1.093685627E-2,-2.122775652E-3,4.256164189E-3
1.349603104E1,2.104221843E-3,-1.773891971E-3,7.966505364E-3
1.350600904E1,-5.854635034E-3,-1.850591041E-3,6.263680290E-3
1.351598704E1,-7.992707193E-3,-8.720159531E-4,2.364184707E-3
1.352596504E1,2.801362425E-4,2.146144398E-3,-9.807456518E-4
1.353594304E1,1.041438337E-2,-1.158786006E-3,-1.676137908E-3
1.354592104E1,1.521819271E-2,-1.015104353E-4,-5.288449582E-3
1.355589904E1,1.438652258E-2,-1.894803718E-4,-4.304014612E-3
1.356587704E1,9.157671593E-3,5.503455177E-4,-2.315964550E-3
1.357585504E1,4.330159165E-3,3.102887422E-5,-8.389754803E-4
1.358583304E1,6.920349784E-3,-2.016675193E-3,1.660933835E-3
1.359581104E1,9.713067673E-3,-4.328330979E-4,-3.178560291E-5
1.360578904E1,1.390142087E-2,2.232991159E-3,-3.560740268E-3
1.361576704E1,2.047014050E-2,1.834233291E-3,-4.289784003E-3
1.362574504E1,2.382599004E-2,2.144491300E-3,-6.316183135E-3
1.363572304E1,2.239236608E-2,1.179426908E-3,-5.421009380E-3
1.364570104E1,1.890868507E-2,9.437371045E-4,-1.137847779E-3
1.365567904E1,1.302854158E-2,-3.827400506E-4,2.221664414E-3
1.366565704E1,7.241758518E-3,-1.051993109E-3,5.897892173E-3
1.367563504E1,-6.630357821E-4,-2.010997385E-3,5.907212850E-3
1.368561304E1,-5.980037153E-3,-1.811394468E-4,4.581225105E-3
1.369559133E1,-1.149578206E-2,-1.604743302E-4,-7.341976743E-4
1.370556833E1,-1.316132303E-2,4.248879850E-4,-3.351286054E-3
1.371554633E1,-1.273047272E-2,8.164998144E-5,-1.510205795E-3
1.372552433E1,-1.575981826E-2,-2.371305600E-4,3.652598243E-3
1.373550233E1,-1.489484683E-2,-2.668747678E-3,4.546298645E-3
1.374548033E1,-1.301012747E-2,-2.362750471E-3,3.544417443E-3
1.375545833E1,-1.269743964E-2,7.285634056E-4,-4.717658448E-4
1.376543633E1,-8.922940120E-3,8.034985512E-5,-3.902183613E-3
1.377541433E1,-7.012311369E-3,6.115008146E-4,-1.523202471E-2
1.378539233E1,2.725270810E-3,1.422167756E-3,-1.418007631E-2
1.379537033E1,1.041077077E-2,2.894587815E-3,-1.299650222E-2
1.380534833E1,1.188802626E-2,6.447490305E-4,-6.609176751E-3
1.381532633E1,1.141645294E-2,-1.838541590E-3,4.178510047E-3
1.382530433E1,1.057196502E-2,-2.024696674E-3,1.099380571E-2
1.383528233E1,1.417663042E-2,-3.697843291E-3,1.299361791E-2
1.384526033E1,1.663739048E-2,-3.474137746E-3,1.041141711E-2
1.385523833E1,1.947532967E-2,-1.501161605E-3,5.839323159E-3
1.386521633E1,1.716077700E-2,1.024845988E-3,-1.956282184E-3
1.387519433E1,1.556852087E-2,1.259414479E-3,-4.366236273E-3
1.388517233E1,1.464813203E-2,2.171014436E-3,-7.742592134E-3
1.389515033E1,7.411363535E-3,1.990742981E-3,-6.243348587E-3
1.390512833E1,3.639262170E-3,1.479149796E-3,2.264918294E-3
1.391510633E1,-1.272255322E-3,-1.983535010E-3,1.003928389E-2
1.392508433E1,-5.880056880E-3,-1.142508350E-3,1.160229277E-2
1.393506233E1,-6.719857454E-3,-1.919375733E-3,7.726710290E-3
1.394504033E1,-4.323811270E-3,-6.786091253E-4,2.194259549E-3
1.395501833E1,5.805794499E-4,-1.317106187E-3,-6.484012585E-3
1.396499633E1,4.024579190E-3,-1.191138290E-3,-5.106092896E-3
1.397497433E1,2.952172188E-3,-9.666876867E-4,-3.260582918E-3
1.398495233E1,-1.627932303E-3,-1.511837356E-3,3.346453421E-3
1.399493033E1,-8.942497894E-3,-1.579106785E-3,8.993439376E-3
1.400490833E1,-1.339956373E-2,-2.844640985E-3,1.034818962E-2
1.401488633E1,-1.103281789E-2,-4.183955956E-3,1.024803054E-2
1.402486433E1,-6.173081696E-3,-2.488689497E-4,1.503274660E-3
1.403484233E1,4.354548641E-3,3.130258992E-4,-5.023510195E-3
1.404482033E1,1.505885832E-2,6.302082911E-4,-1.087660529E-2
1.405479833E1,1.401032880E-2,2.686157823E-4,-9.163574316E-3
1.406477633E1,9.061643854E-3,-3.439113498E-4,-2.122442704E-3
1.407475433E1,-4.771344364E-3,1.136017032E-3,3.361829091E-3
1.408473233E1,-6.972979754E-3,1.594359055E-4,6.235646550E-3
1.409471033E1,1.430695178E-3,-1.462879591E-3,4.178594332E-3
1.410468833E1,1.116561424E-2,-1.212009229E-3,8.006406715E-4
1.411466633E1,1.224039216E-2,6.675571203E-4,-2.064385917E-3
1.412464433E1,7.819279097E-3,-6.387233734E-4,-3.655091859E-3
1.413462233E1,-1.733479789E-3,-1.384408213E-3,-2.999716526E-5
1.414460033E1,-8.337853476E-3,-1.283474267E-3,2.895485377E-3
1.415457833E1,-1.171051897E-2,-1.822157763E-3,3.730496857E-3
1.416455633E1,-9.138704278E-3,-1.589929685E-3,2.094250871E-3
1.417453433E1,-1.232917653E-3,-1.268593594E-3,-1.403831993E-3
1.418451233E1,6.333922036E-3,-2.869525924E-4,-4.704554100E-3
1.419449033E1,9.587854147E-3,8.178539574E-4,-3.946900251E-4
1.420446833E1,6.176611409E-3,2.635462210E-3,2.777933842E-3
1.421444633E1,-3.581221681E-3,3.916927613E-3,2.163712867E-3
1.422442433E1,-6.663031410E-3,4.941179417E-3,5.452983081E-3
1.423440233E1,-8.745813742E-3,3.674698062E-3,6.622155197E-3
1.424438033E1,-9.217992425E-3,2.070942894E-3,4.495354835E-3
