"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.336162416E0,-5.297483826E-1,9.787546692E0,1.446591797E0
8.346140417E0,-1.541793823E-1,9.736652527E0,9.714797974E-1
8.356118417E0,6.511459351E-2,9.758656769E0,9.101074219E-1
8.366096416E0,2.764750671E-1,9.758357391E0,1.134191437E0
8.376074417E0,3.625460815E-1,9.754465485E0,7.631130981E-1
8.386052417E0,7.948471069E-2,9.790091400E0,4.661306763E-1
8.396030416E0,-6.197113037E-2,9.782307587E0,3.296145630E-1
8.406008417E0,1.844165039E-1,9.769733734E0,3.366499329E-1
8.415986417E0,2.257305908E-1,9.765392761E0,4.872367859E-1
8.425964416E0,2.230361938E-2,9.778116302E0,6.071374512E-1
8.435942417E0,-1.053808594E-1,9.772577820E0,7.601193237E-1
8.445920417E0,1.215472412E-1,9.759854279E0,8.321195984E-1
8.455898416E0,3.107537842E-1,9.758207703E0,6.517446899E-1
8.465876417E0,1.300794983E-1,9.777966614E0,4.893324280E-1
8.475854417E0,-2.769241333E-2,9.772727509E0,3.794609070E-1
8.485832416E0,-5.957611084E-2,9.760902100E0,3.893403625E-1
8.495810417E0,6.541397095E-2,9.760902100E0,4.216731262E-1
8.505788417E0,1.739382935E-1,9.764943695E0,7.238946533E-1
8.515766416E0,1.700463867E-1,9.764195251E0,1.117426300E0
8.525744417E0,2.007325745E-1,9.780062256E0,1.288071442E0
8.535722417E0,1.914518738E-1,9.771380310E0,1.096769257E0
8.545700417E0,-2.050735474E-2,9.766141205E0,6.674620056E-1
8.555678417E0,-7.574249268E-2,9.762548676E0,4.761598206E-1
8.565656417E0,2.320175171E-2,9.753267975E0,4.309538269E-1
8.575634417E0,1.580712891E-1,9.784103851E0,5.834866333E-1
8.585612417E0,1.199006653E-1,9.783355408E0,8.476872253E-1
8.595590417E0,8.966354370E-2,9.774972839E0,9.699829102E-1
8.605568417E0,1.583706665E-1,9.746382294E0,1.001716919E0
8.615546416E0,1.658551025E-1,9.765692139E0,9.931846619E-1
8.625524417E0,1.850152588E-1,9.772128754E0,9.807604980E-1
8.635502417E0,9.175918579E-2,9.790690155E0,8.030799866E-1
8.645480416E0,6.346801758E-2,9.770781555E0,5.948629761E-1
8.655458417E0,1.992356873E-1,9.755363617E0,2.076182556E-1
8.665436417E0,1.520837402E-1,9.774523773E0,-4.834945679E-2
8.675414416E0,-2.395019531E-2,9.791438599E0,-2.754272461E-2
8.685391667E0,6.182144165E-2,9.792636108E0,-8.173004150E-2
8.695369666E0,1.561253357E-1,9.771080933E0,-4.445755005E-2
8.705347667E0,1.330732727E-1,9.744885406E0,-2.260299683E-2
8.715325667E0,7.454498291E-2,9.756411438E0,-1.847158813E-1
8.725303667E0,-1.541793823E-2,9.787846069E0,-1.046324158E-1
8.735281667E0,3.367996216E-2,9.803563385E0,8.517288208E-2
8.745259667E0,-1.212478638E-2,9.773026886E0,2.430944824E-1
8.755237667E0,-4.191284180E-3,9.771230621E0,4.001179504E-1
8.765215666E0,5.598358154E-2,9.783056030E0,3.936813354E-1
8.775193667E0,7.783813477E-3,9.775272217E0,2.933898926E-1
8.785171667E0,6.212081909E-2,9.787247314E0,1.986369324E-1
8.795149666E0,7.993377686E-2,9.765392761E0,2.782713318E-1
8.805127667E0,1.474433899E-1,9.764943695E0,5.673202515E-1
8.815105667E0,2.505789185E-1,9.778565369E0,7.794291687E-1
8.825083666E0,3.299139404E-1,9.779463501E0,9.389973450E-1
8.835061667E0,2.393522644E-1,9.760003967E0,8.955876160E-1
8.845039667E0,1.788780212E-1,9.776020660E0,6.590794373E-1
8.855017666E0,1.383123779E-1,9.773775330E0,4.836442566E-1
8.864995667E0,5.164260864E-2,9.778715057E0,4.793032837E-1
8.874973667E0,7.050338745E-2,9.766889648E0,6.243516541E-1
8.884951666E0,-1.407073975E-2,9.768835602E0,6.471043396E-1
8.894929667E0,-6.256988525E-2,9.784552917E0,4.505630493E-1
8.904907667E0,8.083190918E-3,9.793384552E0,3.228785706E-1
8.914885666E0,1.362167358E-2,9.768835602E0,3.555107117E-1
8.924863667E0,3.263214111E-2,9.757758636E0,4.029620361E-1
8.934841667E0,3.742218018E-2,9.756261749E0,5.490582275E-1
8.944819666E0,1.221459961E-1,9.775122528E0,7.110214233E-1
8.954797667E0,1.011895752E-1,9.787397003E0,6.887178040E-1
8.964775667E0,5.628295898E-2,9.765692139E0,5.740562439E-1
8.974753666E0,1.037342834E-1,9.757758636E0,4.125421143E-1
8.984731667E0,6.556365967E-2,9.763446808E0,3.278182983E-1
8.994709667E0,1.210981750E-1,9.780062256E0,3.170407104E-1
9.004687667E0,6.391708374E-2,9.796228638E0,4.592449951E-1
9.014665667E0,1.306782532E-1,9.773925018E0,5.037025452E-1
9.024643667E0,1.478924561E-1,9.777966614E0,4.586462402E-1
9.034621667E0,1.904040527E-1,9.782756653E0,3.942800903E-1
9.044599666E0,2.441423035E-1,9.778415680E0,4.161346436E-1
9.054577667E0,1.550775146E-1,9.765991516E0,4.252656555E-1
9.064555667E0,1.209484863E-1,9.789492645E0,3.537144470E-1
9.074533666E0,5.179229736E-2,9.799521790E0,2.718347168E-1
9.084511667E0,-1.124162292E-1,9.763147430E0,2.833607483E-1
9.094489667E0,-6.526428223E-2,9.761201477E0,3.112028503E-1
9.104467666E0,4.849914551E-2,9.772128754E0,4.218228149E-1
9.114445667E0,1.210981750E-1,9.798024902E0,5.459147644E-1
9.124423667E0,1.011895752E-1,9.783654785E0,6.613247681E-1
9.134401666E0,1.199006653E-1,9.767039337E0,6.917115784E-1
9.144379667E0,1.571731567E-1,9.768386536E0,6.174659729E-1
9.154357667E0,8.128097534E-2,9.774074707E0,5.195695496E-1
9.164335666E0,5.149291992E-2,9.789492645E0,3.879931641E-1
9.174313667E0,5.882766724E-2,9.769134979E0,2.432441711E-1
9.184291667E0,4.760101318E-2,9.771979065E0,2.336640930E-1
9.194269666E0,8.427474976E-2,9.791737976E0,3.212319946E-1
9.204247667E0,1.363664246E-1,9.782008209E0,3.382965088E-1
9.214225667E0,9.160949707E-2,9.782008209E0,3.851490784E-1
9.224203666E0,3.502716064E-2,9.771679688E0,5.104385376E-1
9.234181667E0,5.897735596E-2,9.783355408E0,6.018983459E-1
9.244159667E0,1.206491089E-1,9.790540466E0,5.885760498E-1
9.254137667E0,1.288819885E-1,9.764644318E0,5.221142578E-1
9.264115667E0,1.612147522E-1,9.767638092E0,4.538562012E-1
9.274093667E0,1.860630798E-1,9.787696381E0,3.797602844E-1
9.284071667E0,1.639091492E-1,9.796528015E0,3.038681030E-1
9.294049666E0,8.158035278E-2,9.773625641E0,2.013313293E-1
9.304027667E0,-3.338058472E-2,9.774823151E0,8.143066406E-2
9.314005667E0,-4.520599365E-2,9.765392761E0,6.242019653E-2
9.323983666E0,3.891906738E-3,9.782157898E0,1.118174744E-1
9.333961667E0,1.001417542E-1,9.810598755E0,2.242337036E-1
9.343939667E0,2.047741699E-1,9.785600739E0,3.983216858E-1
9.353917666E0,2.612068176E-1,9.780960388E0,5.069956970E-1
9.363895667E0,7.589218140E-2,9.756860504E0,4.926255798E-1
9.373873667E0,-7.035369873E-2,9.771529999E0,3.519181824E-1
9.383851666E0,1.496887207E-4,9.811047821E0,2.450404358E-1
9.393829667E0,1.661544800E-2,9.792187042E0,3.426374817E-1
9.403807667E0,8.053253174E-2,9.769284668E0,4.966671753E-1
9.413785666E0,1.092727661E-1,9.759704590E0,5.915698242E-1
9.423763667E0,1.835183716E-1,9.767338715E0,4.763095093E-1
9.433741667E0,1.531315613E-1,9.791588287E0,3.035687256E-1
9.443719666E0,1.437011719E-1,9.799671478E0,2.257305908E-1
9.453697667E0,7.155120850E-2,9.790390778E0,2.405497742E-1
9.463675667E0,6.466552734E-2,9.756261749E0,3.236270142E-1
9.473653666E0,5.688171387E-3,9.765392761E0,3.944297791E-1
9.483631667E0,-1.646575928E-2,9.789792023E0,3.983216858E-1
9.493609667E0,5.837860107E-2,9.812844086E0,3.809577942E-1
9.503587667E0,6.212081909E-2,9.806706848E0,3.171903992E-1
9.513565667E0,7.978408813E-2,9.771529999E0,2.357597351E-1
9.523543667E0,1.592687988E-1,9.757309570E0,2.561174011E-1
9.533521667E0,1.863624573E-1,9.777816925E0,3.279679871E-1
9.543499666E0,2.094145203E-1,9.775421906E0,3.601510620E-1
9.553477667E0,1.892065430E-1,9.775272217E0,3.939807129E-1
9.563455667E0,1.237925720E-1,9.790091400E0,4.138893127E-1
9.573433666E0,4.101470947E-2,9.774074707E0,4.080514526E-1
9.583411667E0,2.050735474E-2,9.780511322E0,3.817062378E-1
9.593389667E0,1.347198486E-2,9.774074707E0,3.016227722E-1
9.603367666E0,4.969665527E-2,9.786199493E0,2.519261169E-1
9.613345667E0,6.137237549E-2,9.784702606E0,3.147953796E-1
9.623323667E0,8.906478882E-2,9.776170349E0,4.379891968E-1
9.633301666E0,1.104702759E-1,9.771230621E0,5.292993164E-1
9.643278667E0,1.375639343E-1,9.799970856E0,5.448669434E-1
9.653257667E0,8.427474976E-2,9.783355408E0,4.882846069E-1
9.663235666E0,2.290237427E-2,9.769883423E0,3.670367432E-1
9.673212667E0,5.074447632E-2,9.758806458E0,2.766247559E-1
9.683190667E0,8.143066406E-2,9.773326263E0,2.498304749E-1
9.693169333E0,1.043330383E-1,9.795180817E0,3.350033569E-1
9.703147333E0,1.369651794E-1,9.784403229E0,4.917274475E-1
9.713125333E0,1.019380188E-1,9.776619415E0,5.487588501E-1
9.723103333E0,9.759704590E-2,9.778265991E0,4.935237122E-1
9.733081333E0,6.631210327E-2,9.775721283E0,3.710783386E-1
9.743059333E0,8.352630615E-2,9.772727509E0,3.188369751E-1
9.753037333E0,9.340576172E-2,9.778116302E0,2.829116821E-1
9.763015333E0,9.011260986E-2,9.766290894E0,3.095562744E-1
9.772993333E0,9.235794067E-2,9.769134979E0,3.134481812E-1
9.782971333E0,9.639953613E-2,9.789193268E0,3.442840576E-1
9.792949333E0,6.227050781E-2,9.774224396E0,3.367996216E-1
9.802927333E0,6.376739502E-2,9.783804474E0,2.607577515E-1
9.812905333E0,4.535568237E-2,9.788893890E0,2.348616028E-1
9.822883333E0,7.005432129E-2,9.764494629E0,3.026705933E-1
9.832861333E0,1.594184875E-1,9.778565369E0,4.546046448E-1
9.842839333E0,1.454974365E-1,9.778715057E0,5.349874878E-1
9.852817333E0,8.277786255E-2,9.803264008E0,5.507048035E-1
9.862795333E0,9.819580078E-2,9.792486420E0,4.951702881E-1
9.872773333E0,3.308120728E-2,9.767039337E0,3.879931641E-1
9.882751333E0,5.209167480E-2,9.789642334E0,3.279679871E-1
9.892729333E0,7.409591675E-2,9.784702606E0,3.064128113E-1
9.902707333E0,6.571334839E-2,9.784403229E0,3.993695068E-1
9.912685333E0,1.085243225E-1,9.767638092E0,5.153782654E-1
9.922663333E0,1.957928467E-1,9.782008209E0,5.307962036E-1
9.932641333E0,2.133064270E-1,9.803563385E0,4.038601685E-1
9.942619333E0,1.264869690E-1,9.791588287E0,3.397933960E-1
9.952597333E0,1.381626892E-1,9.779313812E0,2.495310974E-1
9.962575333E0,7.409591675E-2,9.767039337E0,1.743873596E-1
9.972553333E0,2.454895020E-2,9.768236847E0,1.724414062E-1
9.982531333E0,1.347198486E-2,9.789492645E0,1.016386414E-1
9.992509333E0,4.760101318E-2,9.801467743E0,8.397537231E-2
1.000248733E1,6.152206421E-2,9.782008209E0,1.525328064E-1
1.001246533E1,8.502319336E-2,9.765991516E0,2.137554932E-1
1.002244333E1,1.085243225E-1,9.778565369E0,3.442840576E-1
1.003242133E1,9.190887451E-2,9.772278442E0,3.908372498E-1
1.004239933E1,2.589614868E-2,9.768985291E0,3.107537842E-1
1.005237733E1,6.765930176E-2,9.790540466E0,2.493814087E-1
1.006235533E1,1.080752563E-1,9.787397003E0,2.484832764E-1
1.007233333E1,1.046324158E-1,9.785301361E0,3.022215271E-1
1.008231133E1,1.031355286E-1,9.756411438E0,3.823049927E-1
1.009228933E1,1.026864624E-1,9.774523773E0,5.010081482E-1
1.010226733E1,1.293310547E-1,9.788444824E0,5.047503662E-1
1.011224533E1,1.185534668E-1,9.804311829E0,4.812492371E-1
1.012222333E1,1.059796143E-1,9.795480194E0,4.065545654E-1
1.013220133E1,1.269360352E-1,9.768236847E0,3.317102051E-1
1.014217933E1,1.169068909E-1,9.782008209E0,2.402503967E-1
1.015215733E1,9.669891357E-2,9.792636108E0,2.037263489E-1
1.016213533E1,1.215472412E-1,9.780661011E0,2.558180237E-1
1.017211333E1,1.118174744E-1,9.795330505E0,3.414399719E-1
1.018209133E1,6.152206421E-2,9.776020660E0,3.861968994E-1
1.019206933E1,5.493576050E-2,9.770631866E0,5.258564758E-1
1.020204733E1,7.499404907E-2,9.761949921E0,4.547543335E-1
1.021202533E1,6.810836792E-2,9.759704590E0,3.082090759E-1
1.022200333E1,4.520599365E-2,9.777816925E0,1.785786438E-1
1.023198133E1,8.966354370E-2,9.799521790E0,1.225950623E-1
1.024195933E1,1.398092651E-1,9.785750427E0,1.466949463E-1
1.025193733E1,1.151106262E-1,9.779463501E0,2.830613708E-1
1.026191533E1,5.433700562E-2,9.776619415E0,4.132905579E-1
1.027189333E1,3.188369751E-2,9.795929260E0,4.513114929E-1
1.028187133E1,7.828720093E-2,9.781708832E0,4.565505981E-1
1.029184933E1,9.460327148E-2,9.771679688E0,4.308041382E-1
1.030182733E1,4.430786133E-2,9.786049805E0,3.815565491E-1
1.031180533E1,4.909790039E-2,9.772727509E0,3.010240173E-1
1.032178333E1,1.514849854E-1,9.774972839E0,2.995271301E-1
1.033176133E1,9.235794067E-2,9.777816925E0,3.433859253E-1
1.034173933E1,7.768844604E-2,9.800120544E0,3.359014893E-1
1.035171733E1,1.085243225E-1,9.784403229E0,2.971321106E-1
1.036169533E1,1.145118713E-1,9.773326263E0,2.613565063E-1
1.037167333E1,5.209167480E-2,9.775122528E0,2.492317200E-1
1.038165133E1,4.400848389E-2,9.787546692E0,2.685415649E-1
1.039162933E1,4.775070190E-2,9.786199493E0,3.046165466E-1
1.040160733E1,7.694000244E-2,9.781409454E0,3.144960022E-1
1.041158533E1,9.071136475E-2,9.781858521E0,3.535647583E-1
1.042156333E1,1.353186035E-1,9.776020660E0,3.670367432E-1
1.043154133E1,1.573228455E-1,9.770033112E0,3.032693481E-1
1.044151933E1,9.624984741E-2,9.785301361E0,2.742297363E-1
1.045149733E1,6.780899048E-2,9.796677704E0,3.496728516E-1
1.046147533E1,8.607101440E-2,9.802665253E0,4.390370178E-1
1.047145333E1,7.589218140E-2,9.776020660E0,4.599934387E-1
1.048143133E1,7.394622803E-2,9.772727509E0,4.062551880E-1
1.049140933E1,7.499404907E-2,9.774673462E0,3.781137085E-1
1.050138733E1,9.220825195E-2,9.795180817E0,3.379971313E-1
1.051136533E1,9.969268799E-2,9.779313812E0,3.023712158E-1
1.052134333E1,3.667373657E-2,9.774673462E0,2.653981018E-1
1.053132133E1,7.214996338E-2,9.767039337E0,2.486329651E-1
1.054129933E1,1.077758789E-1,9.766889648E0,2.383044434E-1
1.055127733E1,9.041198730E-2,9.796827393E0,3.294648743E-1
1.056125533E1,1.014889526E-1,9.801318054E0,3.502716064E-1
1.057123233E1,1.154100037E-1,9.767937469E0,3.052153015E-1
1.058121033E1,1.297801208E-1,9.773625641E0,2.414479065E-1
1.059118833E1,7.783813477E-2,9.784103851E0,1.920506287E-1
1.060116633E1,7.065307617E-2,9.784552917E0,1.447489929E-1
1.061114433E1,3.472778320E-2,9.800569611E0,7.035369873E-2
1.062112233E1,8.562194824E-2,9.780211945E0,8.098159790E-2
1.063110033E1,1.252894592E-1,9.768236847E0,1.574725342E-1
1.064107833E1,1.309776306E-1,9.792486420E0,2.814147949E-1
1.065105633E1,1.493893433E-1,9.780511322E0,3.938310242E-1
1.066103433E1,1.261875916E-1,9.792336731E0,4.659809875E-1
1.067101233E1,8.277786255E-2,9.775571594E0,4.722679138E-1
1.068099033E1,1.032852173E-1,9.777816925E0,3.132984924E-1
1.069096829E1,4.161346436E-2,9.784103851E0,2.210902405E-1
1.070094629E1,1.916015625E-2,9.786349182E0,2.514770508E-1
1.071092429E1,7.948471069E-2,9.767189026E0,3.177891541E-1
1.072090229E1,1.204994202E-1,9.769584045E0,3.718267822E-1
1.073088029E1,1.495390320E-1,9.774523773E0,3.677851868E-1
1.074085829E1,6.885681152E-2,9.794282684E0,4.132905579E-1
1.075083629E1,6.601272583E-2,9.791588287E0,3.230282593E-1
1.076081429E1,8.592132568E-2,9.793833618E0,2.160008240E-1
1.077079229E1,3.293151855E-2,9.778864746E0,1.818717957E-1
1.078077029E1,3.847000122E-2,9.773625641E0,1.842668152E-1
1.079074829E1,1.163081360E-1,9.774823151E0,2.427951050E-1
1.080072629E1,1.197509766E-1,9.791588287E0,3.143463135E-1
1.081070429E1,8.292755127E-2,9.776170349E0,3.444337463E-1
1.082068229E1,8.412506104E-2,9.800719299E0,3.529660034E-1
1.083066029E1,1.176553345E-1,9.787696381E0,3.628454590E-1
1.084063829E1,1.221459961E-1,9.766889648E0,2.796185303E-1
1.085061629E1,9.116043091E-2,9.758207703E0,1.883084106E-1
1.086059429E1,8.666976929E-2,9.793683929E0,1.302291870E-1
1.087057229E1,1.091230774E-1,9.803563385E0,2.636018372E-1
1.088055029E1,1.222956848E-1,9.780361633E0,4.294569397E-1
1.089052829E1,9.684860229E-2,9.782307587E0,4.104464722E-1
1.090050629E1,6.571334839E-2,9.762398987E0,3.459306335E-1
1.091048429E1,7.125183105E-2,9.791139221E0,2.576142883E-1
1.092046229E1,5.807922363E-2,9.809251556E0,2.327659607E-1
1.093044029E1,1.185534668E-1,9.774823151E0,1.701960754E-1
1.094041829E1,1.059796143E-1,9.769883423E0,1.514849854E-1
1.095039629E1,7.888595581E-2,9.762997742E0,1.832189941E-1
1.096037429E1,1.077758789E-1,9.779014435E0,2.200424194E-1
1.097035229E1,6.361770630E-2,9.796078949E0,3.037184143E-1
1.098033029E1,8.801696777E-2,9.790540466E0,3.302133179E-1
1.099030829E1,7.589218140E-2,9.793534241E0,3.370989990E-1
1.100028629E1,5.897735596E-2,9.767937469E0,3.496728516E-1
1.101026429E1,1.044827271E-1,9.779164124E0,3.165916443E-1
1.102024229E1,1.190025330E-1,9.783505096E0,2.761756897E-1
1.103022029E1,1.338217163E-1,9.801767120E0,2.492317200E-1
1.104019829E1,1.227447510E-1,9.782906342E0,2.384541321E-1
1.105017629E1,1.119671631E-1,9.770781555E0,3.088078308E-1
1.106015429E1,1.004411316E-1,9.771080933E0,3.224295044E-1
1.107013229E1,7.589218140E-2,9.789043579E0,3.198847961E-1
1.108011029E1,3.757186890E-2,9.771829376E0,3.451821899E-1
1.109008829E1,-9.280700684E-3,9.795480194E0,3.164419556E-1
1.110006629E1,3.832031250E-2,9.798923035E0,3.459306335E-1
1.111004429E1,1.142124939E-1,9.800868988E0,3.472778320E-1
1.112002229E1,1.125659180E-1,9.786498871E0,3.049159241E-1
1.113000029E1,1.001417542E-1,9.768536224E0,2.432441711E-1
1.113997829E1,1.094224548E-1,9.770631866E0,2.375559998E-1
1.114995629E1,1.261875916E-1,9.801617432E0,2.835104370E-1
1.115993329E1,1.026864624E-1,9.794582062E0,3.143463135E-1
1.116991129E1,1.145118713E-1,9.777367859E0,2.676434326E-1
1.117988929E1,9.235794067E-2,9.768087158E0,2.899470520E-1
1.118986729E1,6.661148071E-2,9.781708832E0,2.541714478E-1
1.119984529E1,7.514373779E-2,9.802515564E0,2.023791504E-1
1.120982329E1,5.538482666E-2,9.774972839E0,2.812651062E-1
1.121980129E1,1.236428833E-1,9.769733734E0,3.659889221E-1
1.122977929E1,1.442999268E-1,9.793683929E0,3.391946411E-1
1.123975729E1,1.131646729E-1,9.798473969E0,2.522254944E-1
1.124973529E1,9.879455566E-2,9.786947937E0,2.381547546E-1
1.125971329E1,7.813751221E-2,9.762997742E0,2.887495422E-1
1.126969129E1,1.104702759E-1,9.771829376E0,3.126997375E-1
1.127966929E1,1.022373962E-1,9.785750427E0,2.254312134E-1
1.128964729E1,4.281097412E-2,9.816735992E0,1.809736633E-1
1.129962529E1,6.900650024E-2,9.780960388E0,1.751358032E-1
1.130960329E1,7.828720093E-2,9.759554901E0,2.287243652E-1
1.131958129E1,1.284329224E-1,9.778715057E0,2.396516418E-1
1.132955929E1,1.017883301E-1,9.801916809E0,2.742297363E-1
1.133953729E1,9.580078125E-2,9.764644318E0,3.183879089E-1
1.134951529E1,7.768844604E-2,9.780361633E0,3.326083374E-1
1.135949329E1,3.951782227E-2,9.803114319E0,3.409909058E-1
1.136947129E1,2.275268555E-2,9.793085175E0,3.555107117E-1
1.137944929E1,6.182144165E-2,9.795480194E0,3.391946411E-1
1.138942729E1,1.814227295E-1,9.757309570E0,3.326083374E-1
1.139940529E1,1.339714050E-1,9.755513306E0,3.406915283E-1
1.140938329E1,7.155120850E-2,9.801617432E0,3.233276367E-1
1.141936129E1,1.038839722E-1,9.801467743E0,2.845582581E-1
1.142933929E1,1.029858398E-1,9.773326263E0,2.420466614E-1
1.143931729E1,3.622467041E-2,9.775870972E0,2.362088013E-1
1.144929529E1,5.298980713E-2,9.765542450E0,2.472857666E-1
1.145927329E1,9.610015869E-2,9.797426147E0,2.984793091E-1
1.146925129E1,5.358856201E-2,9.800569611E0,3.487747192E-1
1.147922929E1,4.640350342E-2,9.795330505E0,3.691323853E-1
1.148920729E1,1.228944397E-1,9.784253540E0,2.974314880E-1
1.149918529E1,1.182540894E-1,9.763446808E0,2.784210205E-1
1.150916329E1,9.235794067E-2,9.757908325E0,2.442919922E-1
1.151914129E1,9.026229858E-2,9.795031128E0,2.157014465E-1
1.152911929E1,1.071771240E-1,9.804760895E0,2.067201233E-1
1.153909729E1,7.649093628E-2,9.795480194E0,2.266287231E-1
1.154907529E1,1.960922241E-2,9.765991516E0,2.164498901E-1
1.155905329E1,5.044509888E-2,9.777367859E0,2.251318359E-1
1.156903129E1,7.170089722E-2,9.792935486E0,2.924917603E-1
1.157900929E1,1.185534668E-1,9.813293152E0,3.713777161E-1
1.158898729E1,1.411564636E-1,9.781259766E0,4.538562012E-1
1.159896529E1,1.600172424E-1,9.765093384E0,4.550537109E-1
1.160894329E1,1.472937012E-1,9.765243073E0,3.944297791E-1
1.161892129E1,1.369651794E-1,9.808203735E0,2.639012146E-1
1.162889929E1,1.028361511E-1,9.801467743E0,1.987866211E-1
1.163887729E1,7.963439941E-2,9.780810699E0,1.951940918E-1
1.164885529E1,1.299298096E-1,9.759405212E0,2.508782959E-1
1.165883329E1,1.163081360E-1,9.763895874E0,3.273692322E-1
1.166881129E1,8.891510010E-2,9.805659027E0,4.083508301E-1
1.167878929E1,4.790039063E-2,9.809401245E0,3.656895447E-1
1.168876779E1,3.442840576E-3,9.781259766E0,2.883004761E-1
1.169874579E1,3.817062378E-2,9.756112061E0,2.296224976E-1
1.170872379E1,5.269042969E-2,9.782157898E0,2.231858826E-1
1.171870179E1,8.113128662E-2,9.802365875E0,2.713856506E-1
1.172867979E1,8.232879639E-2,9.797276459E0,3.165916443E-1
1.173865779E1,1.450483704E-1,9.768087158E0,3.052153015E-1
1.174863579E1,1.812730408E-1,9.766739960E0,2.999761963E-1
1.175861379E1,1.453477478E-1,9.773176575E0,3.035687256E-1
1.176859179E1,8.666976929E-2,9.788744202E0,3.432362366E-1
1.177856979E1,7.783813477E-2,9.791288910E0,3.502716064E-1
1.178854779E1,6.256988525E-2,9.794282684E0,3.811074829E-1
1.179852579E1,9.385482788E-2,9.772128754E0,3.583547974E-1
1.180850379E1,1.580712891E-1,9.773026886E0,3.248245239E-1
1.181848179E1,1.454974365E-1,9.789492645E0,3.376977539E-1
1.182845979E1,1.326242065E-1,9.778864746E0,3.405418396E-1
1.183843679E1,1.032852173E-1,9.765991516E0,2.835104370E-1
1.184841479E1,7.903564453E-2,9.782008209E0,2.257305908E-1
1.185839279E1,6.227050781E-2,9.784103851E0,2.335144043E-1
1.186837079E1,7.125183105E-2,9.789342957E0,2.258802795E-1
1.187834879E1,9.684860229E-2,9.786498871E0,2.300715637E-1
1.188832679E1,7.364685059E-2,9.773176575E0,2.734812927E-1
1.189830479E1,6.541397095E-2,9.775870972E0,2.956352234E-1
1.190828279E1,5.658233643E-2,9.794881439E0,2.650987244E-1
1.191826079E1,2.709365845E-2,9.776320038E0,2.619552612E-1
1.192823879E1,8.622070312E-2,9.778864746E0,2.659968567E-1
1.193821679E1,1.477427673E-1,9.771529999E0,2.670446777E-1
1.194819479E1,2.305206299E-1,9.785001984E0,3.269201660E-1
1.195817279E1,2.070195007E-1,9.795180817E0,3.845503235E-1
1.196815079E1,1.451980591E-1,9.786798248E0,3.965254211E-1
1.197812879E1,8.891510010E-2,9.766440582E0,3.951782227E-1
1.198810679E1,7.065307617E-2,9.793983307E0,3.688330078E-1
1.199808479E1,3.532653809E-2,9.795779572E0,3.158432007E-1
1.200806279E1,6.750961304E-2,9.776469727E0,3.210823059E-1
1.201804079E1,1.142124939E-1,9.760902100E0,3.510200500E-1
1.202801879E1,1.320254517E-1,9.773925018E0,3.918850708E-1
1.203799679E1,1.239422607E-1,9.787696381E0,4.107458496E-1
1.204797479E1,8.607101440E-2,9.802964630E0,3.427871704E-1
1.205795279E1,4.311035156E-2,9.787247314E0,2.182461548E-1
1.206793079E1,5.718109131E-2,9.762249298E0,1.546284485E-1
1.207790879E1,8.696914673E-2,9.777816925E0,2.074685669E-1
1.208788679E1,7.454498291E-2,9.782008209E0,2.670446777E-1
1.209786479E1,1.222956848E-1,9.778864746E0,3.293151855E-1
1.210784279E1,1.309776306E-1,9.767039337E0,3.809577942E-1
1.211782079E1,1.270857239E-1,9.783505096E0,3.528163147E-1
1.212779879E1,6.391708374E-2,9.800719299E0,3.326083374E-1
1.213777679E1,4.086502075E-2,9.786648560E0,2.525248718E-1
1.214775479E1,7.409591675E-2,9.782756653E0,2.086660767E-1
1.215773279E1,6.511459351E-2,9.786199493E0,3.032693481E-1
1.216771079E1,1.308279419E-1,9.800868988E0,3.561094666E-1
1.217768879E1,1.154100037E-1,9.807155914E0,3.297642517E-1
1.218766679E1,8.247848511E-2,9.778265991E0,2.772235107E-1
1.219764479E1,1.213975525E-1,9.776020660E0,2.668949890E-1
1.220762279E1,1.387614441E-1,9.774823151E0,2.766247559E-1
1.221760079E1,1.423539734E-1,9.770631866E0,3.362008667E-1
1.222757879E1,9.310638428E-2,9.791588287E0,3.971241760E-1
1.223755679E1,8.532257080E-2,9.789043579E0,3.324586487E-1
1.224753479E1,9.370513916E-2,9.774523773E0,2.772235107E-1
1.225751279E1,6.242019653E-2,9.763297119E0,3.177891541E-1
1.226749079E1,9.939331055E-2,9.772428131E0,3.489244080E-1
1.227746879E1,1.113684082E-1,9.792486420E0,4.071533203E-1
1.228744679E1,8.966354370E-2,9.781708832E0,3.661386108E-1
1.229742479E1,1.104702759E-1,9.780361633E0,3.632945251E-1
1.230740279E1,1.348695374E-1,9.760453033E0,3.890409851E-1
1.231738079E1,1.116677856E-1,9.785750427E0,3.415896606E-1
1.232735879E1,5.313949585E-2,9.800120544E0,2.779719543E-1
1.233733679E1,8.068222046E-2,9.792785797E0,2.655477905E-1
1.234731479E1,9.954299927E-2,9.779463501E0,2.785707092E-1
1.235729279E1,1.266366577E-1,9.748328247E0,2.529739380E-1
1.236727079E1,6.691085815E-2,9.776020660E0,2.127076721E-1
1.237724879E1,9.654922485E-2,9.816586304E0,1.910028076E-1
1.238722679E1,4.954696655E-2,9.808054047E0,1.764830017E-1
1.239720479E1,7.274871826E-2,9.774823151E0,1.859133911E-1
1.240718279E1,9.370513916E-2,9.767937469E0,2.745291138E-1
1.241716079E1,7.065307617E-2,9.800719299E0,3.403921509E-1
