"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.494743954E1,-9.743687897E0,9.669891357E-2,4.939727783E-1
3.495741754E1,-9.734856262E0,9.639953613E-2,4.564009094E-1
3.496739554E1,-9.737999725E0,9.280700684E-2,4.875361633E-1
3.497737254E1,-9.757908325E0,1.008901978E-1,5.477110291E-1
3.498735054E1,-9.762398987E0,1.031355286E-1,5.888754272E-1
3.499732854E1,-9.745184784E0,8.337661743E-2,4.948709106E-1
3.500730654E1,-9.731862488E0,9.101074219E-2,4.962181091E-1
3.501728454E1,-9.772577820E0,9.385482788E-2,4.565505981E-1
3.502726254E1,-9.766739960E0,9.550140381E-2,4.219725037E-1
3.503724054E1,-9.740544434E0,9.849517822E-2,4.776567078E-1
3.504721854E1,-9.732760620E0,9.250762939E-2,5.719606018E-1
3.505719654E1,-9.736502838E0,1.038839722E-1,6.189628601E-1
3.506717454E1,-9.747579803E0,8.831634521E-2,5.783972168E-1
3.507715254E1,-9.751771088E0,8.307723999E-2,5.560935974E-1
3.508713054E1,-9.755812683E0,9.370513916E-2,4.719685364E-1
3.509710854E1,-9.763297119E0,9.400451660E-2,4.499642944E-1
3.510708654E1,-9.749825134E0,1.019380188E-1,4.555027771E-1
3.511706454E1,-9.742340698E0,1.094224548E-1,4.733157349E-1
3.512704254E1,-9.727371826E0,1.115180969E-1,5.679190063E-1
3.513702054E1,-9.724078674E0,9.550140381E-2,6.515950012E-1
3.514699854E1,-9.756710815E0,9.565109253E-2,6.542893982E-1
3.515697654E1,-9.755363617E0,9.639953613E-2,6.282435608E-1
3.516695454E1,-9.759105835E0,9.145980835E-2,5.953120422E-1
3.517693254E1,-9.745334473E0,9.071136475E-2,5.622308350E-1
3.518691054E1,-9.738149414E0,1.032852173E-1,5.641767883E-1
3.519688854E1,-9.757908325E0,9.490264893E-2,5.942642212E-1
3.520686654E1,-9.731413422E0,9.595046997E-2,6.471043396E-1
3.521684454E1,-9.747729492E0,8.921447754E-2,6.689588928E-1
3.522682254E1,-9.774523773E0,9.400451660E-2,6.277944946E-1
3.523680054E1,-9.754315796E0,1.197509766E-1,5.522016907E-1
3.524677854E1,-9.718689880E0,1.119671631E-1,5.275030518E-1
3.525675654E1,-9.730814667E0,9.654922485E-2,5.288502502E-1
3.526673454E1,-9.765093384E0,9.729766846E-2,5.390290833E-1
3.527671254E1,-9.776769104E0,9.145980835E-2,5.596861267E-1
3.528669054E1,-9.771979065E0,8.577163696E-2,5.523513794E-1
3.529666854E1,-9.748477936E0,9.969268799E-2,5.011578369E-1
3.530664654E1,-9.754764862E0,1.002914429E-1,5.254074097E-1
3.531662454E1,-9.763446808E0,8.202941895E-2,6.026467896E-1
3.532660254E1,-9.770033112E0,9.175918579E-2,5.728587341E-1
3.533658054E1,-9.751771088E0,9.864486694E-2,5.279521179E-1
3.534655854E1,-9.725276184E0,1.034349060E-1,4.851411438E-1
3.535653654E1,-9.736802216E0,1.049317932E-1,4.727169800E-1
3.536651454E1,-9.751471710E0,9.445358276E-2,4.616400146E-1
3.537649254E1,-9.751322021E0,8.262817383E-2,4.567002869E-1
3.538647054E1,-9.754914551E0,8.951385498E-2,4.252656555E-1
3.539644854E1,-9.745783539E0,1.011895752E-1,3.899391174E-1
3.540642554E1,-9.744885406E0,1.062789917E-1,3.770658875E-1
3.541640354E1,-9.749525757E0,9.026229858E-2,3.885919189E-1
3.542638154E1,-9.752070465E0,9.071136475E-2,4.535568237E-1
3.543635954E1,-9.767488403E0,9.370513916E-2,4.896318054E-1
3.544633754E1,-9.758357391E0,1.008901978E-1,4.710704041E-1
3.545631554E1,-9.756710815E0,1.013392639E-1,4.544549561E-1
3.546629354E1,-9.756411438E0,9.819580078E-2,4.177812195E-1
3.547627154E1,-9.764494629E0,9.699829102E-2,3.963757324E-1
3.548624954E1,-9.759105835E0,8.921447754E-2,3.884422302E-1
3.549622754E1,-9.743238831E0,9.909393311E-2,3.954776001E-1
3.550620554E1,-9.733808441E0,9.984237671E-2,4.314028931E-1
3.551618354E1,-9.764344940E0,9.430389404E-2,4.429289246E-1
3.552616154E1,-9.750423889E0,9.026229858E-2,4.149371338E-1
3.553613954E1,-9.767638092E0,9.011260986E-2,3.385958862E-1
3.554611754E1,-9.775870972E0,8.487350464E-2,3.757186890E-1
3.555609554E1,-9.754615173E0,8.771759033E-2,4.168830872E-1
3.556607354E1,-9.759255524E0,8.711883545E-2,4.490661621E-1
3.557605154E1,-9.752669220E0,1.037342834E-1,3.954776001E-1
3.558602954E1,-9.763895874E0,9.131011963E-2,4.134402466E-1
3.559600754E1,-9.759704590E0,8.816665649E-2,4.703219604E-1
3.560598554E1,-9.737101593E0,1.053808594E-1,4.589456177E-1
3.561596354E1,-9.746831360E0,1.089733887E-1,5.237608337E-1
3.562594154E1,-9.764195251E0,8.711883545E-2,5.598358154E-1
3.563591954E1,-9.761051788E0,1.083746338E-1,5.146298218E-1
3.564589754E1,-9.754914551E0,1.049317932E-1,4.763095093E-1
3.565587554E1,-9.755962372E0,9.610015869E-2,4.643344116E-1
3.566585354E1,-9.738748169E0,1.049317932E-1,5.322930908E-1
3.567583154E1,-9.742640076E0,1.049317932E-1,5.863307190E-1
3.568580954E1,-9.734856262E0,1.008901978E-1,5.713618469E-1
3.569578754E1,-9.752220154E0,8.681945801E-2,5.415737915E-1
3.570576554E1,-9.761949921E0,8.816665649E-2,5.297483826E-1
3.571574329E1,-9.760752411E0,9.610015869E-2,5.159770203E-1
3.572572129E1,-9.752519531E0,9.834548950E-2,4.948709106E-1
3.573569929E1,-9.745783539E0,8.951385498E-2,5.149291992E-1
3.574567729E1,-9.774224396E0,8.143066406E-2,5.334906006E-1
3.575565529E1,-9.764195251E0,1.065783691E-1,5.665718079E-1
3.576563329E1,-9.736353149E0,1.035845947E-1,5.810916138E-1
3.577561129E1,-9.728419647E0,1.085243225E-1,5.758525085E-1
3.578558929E1,-9.730515289E0,9.250762939E-2,6.547384644E-1
3.579556729E1,-9.744885406E0,9.879455566E-2,6.737489319E-1
3.580554429E1,-9.763446808E0,1.007405090E-1,6.134243774E-1
3.581552229E1,-9.760602722E0,1.032852173E-1,5.393284607E-1
3.582550029E1,-9.765991516E0,8.577163696E-2,4.788542175E-1
3.583547829E1,-9.741891632E0,8.741821289E-2,4.978646851E-1
3.584545629E1,-9.735305328E0,9.954299927E-2,4.932243347E-1
3.585543429E1,-9.724827118E0,1.025367737E-1,5.264552307E-1
3.586541229E1,-9.767338715E0,9.984237671E-2,5.325924683E-1
3.587539029E1,-9.775571594E0,9.610015869E-2,5.764512634E-1
3.588536829E1,-9.753417664E0,9.804611206E-2,5.342390442E-1
3.589534629E1,-9.724527740E0,9.699829102E-2,4.704716492E-1
3.590532429E1,-9.758207703E0,8.637039185E-2,5.313949585E-1
3.591530229E1,-9.770332489E0,9.430389404E-2,4.954696655E-1
3.592528029E1,-9.771380310E0,9.879455566E-2,4.700225830E-1
3.593525829E1,-9.754615173E0,9.654922485E-2,5.209167480E-1
3.594523629E1,-9.746232605E0,1.032852173E-1,5.439688110E-1
3.595521429E1,-9.722881165E0,9.714797974E-2,5.517526245E-1
3.596519229E1,-9.734556885E0,9.235794067E-2,5.700146484E-1
3.597517029E1,-9.766290894E0,8.906478882E-2,5.926176453E-1
3.598514829E1,-9.764344940E0,1.028361511E-1,5.575904846E-1
3.599512629E1,-9.740544434E0,9.909393311E-2,5.328918457E-1
3.600510429E1,-9.746232605E0,8.756790161E-2,5.331912231E-1
3.601508229E1,-9.746981049E0,1.053808594E-1,5.072950745E-1
3.602506029E1,-9.755812683E0,1.055305481E-1,5.504054260E-1
3.603503829E1,-9.760303345E0,9.520202637E-2,5.897735596E-1
3.604501629E1,-9.745035095E0,1.143621826E-1,6.038442993E-1
3.605499429E1,-9.721983032E0,1.005908203E-1,6.698570251E-1
3.606497229E1,-9.723330231E0,9.565109253E-2,6.541397095E-1
3.607495029E1,-9.744885406E0,8.532257080E-2,6.478527832E-1
3.608492829E1,-9.768386536E0,8.966354370E-2,6.179150391E-1
3.609490629E1,-9.750124512E0,1.029858398E-1,5.649252319E-1
3.610488429E1,-9.743238831E0,1.028361511E-1,6.113287354E-1
3.611486229E1,-9.736203461E0,9.834548950E-2,6.441105652E-1
3.612484029E1,-9.743238831E0,8.936416626E-2,6.878196716E-1
3.613481829E1,-9.747729492E0,1.001417542E-1,6.813830566E-1
3.614479629E1,-9.754016418E0,1.047821045E-1,6.197113037E-1
3.615477429E1,-9.746981049E0,1.004411316E-1,5.664221191E-1
3.616475229E1,-9.726473694E0,8.906478882E-2,5.519023132E-1
3.617473029E1,-9.733958130E0,9.654922485E-2,5.471122742E-1
3.618470829E1,-9.752070465E0,9.400451660E-2,5.902226257E-1
3.619468629E1,-9.759105835E0,8.891510010E-2,5.918692017E-1
3.620466429E1,-9.748927002E0,9.340576172E-2,5.716612244E-1
3.621464129E1,-9.739346924E0,9.116043091E-2,5.513035583E-1
3.622461929E1,-9.744286652E0,9.071136475E-2,5.391787720E-1
3.623459729E1,-9.756261749E0,9.370513916E-2,5.893244934E-1
3.624457529E1,-9.754465485E0,1.035845947E-1,6.518943787E-1
3.625455329E1,-9.752369843E0,8.622070312E-2,6.882687378E-1
3.626453129E1,-9.741741943E0,1.104702759E-1,6.514453125E-1
3.627450929E1,-9.740694122E0,9.235794067E-2,6.477030945E-1
3.628448729E1,-9.753717041E0,1.050814819E-1,6.017486572E-1
3.629446529E1,-9.772727509E0,9.370513916E-2,5.234614563E-1
3.630444329E1,-9.764195251E0,1.007405090E-1,4.870870972E-1
3.631442129E1,-9.747280426E0,9.624984741E-2,5.013075256E-1
3.632439929E1,-9.749974823E0,9.116043091E-2,5.174739075E-1
3.633437729E1,-9.739047546E0,9.430389404E-2,5.448669434E-1
3.634435529E1,-9.739197235E0,9.610015869E-2,5.827381897E-1
3.635433329E1,-9.738897858E0,9.834548950E-2,5.532495117E-1
3.636431129E1,-9.743987274E0,9.714797974E-2,4.963677979E-1
3.637428929E1,-9.746831360E0,8.846603394E-2,5.120851135E-1
3.638426729E1,-9.759255524E0,1.023870850E-1,5.391787720E-1
3.639424529E1,-9.746232605E0,9.475296021E-2,5.619314575E-1
3.640422329E1,-9.752669220E0,9.864486694E-2,6.032455444E-1
3.641420129E1,-9.748178558E0,9.939331055E-2,5.656736755E-1
3.642417929E1,-9.755213928E0,8.277786255E-2,5.072950745E-1
3.643415729E1,-9.765392761E0,8.472381592E-2,4.930746460E-1
3.644413529E1,-9.745484161E0,9.086105347E-2,5.046006775E-1
3.645411329E1,-9.723928986E0,1.038839722E-1,5.483097839E-1
3.646409129E1,-9.747579803E0,1.047821045E-1,5.536985779E-1
3.647406929E1,-9.769584045E0,7.948471069E-2,5.266049194E-1
3.648404729E1,-9.767937469E0,9.684860229E-2,4.682263184E-1
3.649402529E1,-9.757159882E0,9.610015869E-2,4.894821167E-1
3.650400329E1,-9.741741943E0,1.071771240E-1,5.156776428E-1
3.651398129E1,-9.753417664E0,9.999206543E-2,5.251080322E-1
3.652395929E1,-9.764644318E0,9.999206543E-2,5.010081482E-1
3.653393729E1,-9.757010193E0,7.649093628E-2,4.930746460E-1
3.654391529E1,-9.752818909E0,1.011895752E-1,4.641847229E-1
3.655389329E1,-9.748328247E0,1.070274353E-1,4.914280701E-1
3.656387129E1,-9.736951904E0,9.639953613E-2,5.149291992E-1
3.657384929E1,-9.745035095E0,8.711883545E-2,4.779560852E-1
3.658382729E1,-9.776020660E0,1.013392639E-1,4.567002869E-1
3.659380529E1,-9.779463501E0,9.550140381E-2,4.195774841E-1
3.660378329E1,-9.751322021E0,8.756790161E-2,3.956272888E-1
3.661376129E1,-9.744436340E0,1.070274353E-1,4.279600525E-1
3.662373929E1,-9.750423889E0,9.071136475E-2,4.914280701E-1
3.663371729E1,-9.756860504E0,9.310638428E-2,5.245092773E-1
3.664369529E1,-9.757159882E0,9.041198730E-2,5.516029358E-1
3.665367329E1,-9.773176575E0,9.894424438E-2,4.902305603E-1
3.666365129E1,-9.753866730E0,8.472381592E-2,3.622467041E-1
3.667362929E1,-9.744735718E0,1.001417542E-1,4.237687683E-1
3.668360729E1,-9.753567352E0,9.235794067E-2,5.456153870E-1
3.669358529E1,-9.776020660E0,1.049317932E-1,5.373825073E-1
3.670356329E1,-9.757608948E0,1.055305481E-1,5.803431702E-1
3.671354121E1,-9.748178558E0,7.873626709E-2,5.571414185E-1
3.672351921E1,-9.746831360E0,9.490264893E-2,4.369413757E-1
3.673349721E1,-9.754016418E0,1.130149841E-1,3.758683777E-1
3.674347421E1,-9.767039337E0,9.430389404E-2,4.432283020E-1
3.675345221E1,-9.753118286E0,9.849517822E-2,5.022056580E-1
3.676343021E1,-9.741143188E0,1.121168518E-1,5.369334412E-1
3.677340821E1,-9.731563110E0,1.026864624E-1,5.310955811E-1
3.678338621E1,-9.737850037E0,8.996292114E-2,5.222639465E-1
3.679336421E1,-9.749226379E0,9.639953613E-2,5.149291992E-1
3.680334221E1,-9.770332489E0,8.128097534E-2,5.092410278E-1
3.681332021E1,-9.754764862E0,9.819580078E-2,4.983137512E-1
3.682329821E1,-9.725575562E0,1.005908203E-1,5.882766724E-1
3.683327621E1,-9.731712799E0,8.592132568E-2,6.327342224E-1
3.684325421E1,-9.746831360E0,8.786727905E-2,5.884263611E-1
3.685323221E1,-9.765692139E0,7.649093628E-2,5.489085388E-1
3.686321021E1,-9.763446808E0,1.176553345E-1,4.590953064E-1
3.687318821E1,-9.735155640E0,9.565109253E-2,4.441264343E-1
3.688316621E1,-9.736353149E0,8.981323242E-2,4.439767456E-1
3.689314421E1,-9.751172333E0,9.430389404E-2,4.703219604E-1
3.690312221E1,-9.763596497E0,9.295669556E-2,5.391787720E-1
3.691310021E1,-9.757159882E0,9.744735718E-2,5.411247253E-1
3.692307821E1,-9.754315796E0,8.891510010E-2,5.701643372E-1
3.693305621E1,-9.730365601E0,9.669891357E-2,6.529421997E-1
3.694303421E1,-9.754914551E0,9.190887451E-2,7.134164429E-1
3.695301221E1,-9.765093384E0,9.460327148E-2,7.054829407E-1
3.696299021E1,-9.746232605E0,1.071771240E-1,6.598278809E-1
3.697296821E1,-9.732610931E0,1.043330383E-1,5.294490051E-1
3.698294621E1,-9.745783539E0,9.834548950E-2,4.637356567E-1
3.699292421E1,-9.755064240E0,1.022373962E-1,4.742138672E-1
3.700290221E1,-9.766440582E0,9.145980835E-2,5.011578369E-1
3.701288021E1,-9.751022644E0,9.116043091E-2,4.830455017E-1
3.702285821E1,-9.752818909E0,1.074765015E-1,5.218148804E-1
3.703283621E1,-9.758656769E0,1.041833496E-1,6.010002136E-1
3.704281421E1,-9.749675446E0,1.026864624E-1,5.701643372E-1
3.705279221E1,-9.743089142E0,8.053253174E-2,5.774990845E-1
3.706277021E1,-9.753567352E0,9.789642334E-2,6.363267517E-1
3.707274821E1,-9.745633850E0,1.098715210E-1,7.099736023E-1
3.708272621E1,-9.733359375E0,9.789642334E-2,7.048841858E-1
3.709270421E1,-9.729467468E0,1.002914429E-1,7.238946533E-1
3.710268221E1,-9.756561127E0,9.475296021E-2,7.370672607E-1
3.711266021E1,-9.758806458E0,8.622070312E-2,6.682104492E-1
3.712263821E1,-9.750274200E0,9.101074219E-2,6.029461670E-1
3.713261621E1,-9.760003967E0,8.756790161E-2,3.992198181E-1
3.714259421E1,-9.748927002E0,1.068777466E-1,4.043092346E-1
3.715257221E1,-9.753417664E0,8.652008057E-2,5.198689270E-1
3.716255021E1,-9.729168091E0,9.535171509E-2,5.875282288E-1
3.717252821E1,-9.749675446E0,9.580078125E-2,5.361849976E-1
3.718250621E1,-9.749675446E0,9.684860229E-2,5.054988098E-1
3.719248421E1,-9.756860504E0,9.759704590E-2,5.409750366E-1
3.720246221E1,-9.750124512E0,9.131011963E-2,5.508544922E-1
3.721244021E1,-9.729317780E0,9.116043091E-2,5.475613403E-1
3.722241821E1,-9.756561127E0,8.008346558E-2,5.239105225E-1
3.723239621E1,-9.771679688E0,1.049317932E-1,4.746629333E-1
3.724237421E1,-9.753567352E0,1.077758789E-1,4.499642944E-1
3.725235221E1,-9.742789764E0,1.062789917E-1,4.757107544E-1
3.726233021E1,-9.735604706E0,7.903564453E-2,5.182223511E-1
3.727230821E1,-9.745633850E0,8.726852417E-2,6.149212646E-1
3.728228621E1,-9.757309570E0,1.032852173E-1,6.078858948E-1
3.729226421E1,-9.758956146E0,9.954299927E-2,6.294410706E-1
3.730224221E1,-9.750723267E0,8.367599487E-2,6.466552734E-1
3.731222021E1,-9.743538208E0,9.160949707E-2,5.746549988E-1
3.732219821E1,-9.743089142E0,8.562194824E-2,6.167175293E-1
3.733217621E1,-9.731563110E0,1.010398865E-1,6.724017334E-1
3.734215421E1,-9.753267975E0,1.070274353E-1,6.517446899E-1
3.735213221E1,-9.776918793E0,1.025367737E-1,6.595285034E-1
3.736211021E1,-9.765392761E0,1.023870850E-1,5.948629761E-1
3.737208821E1,-9.726623383E0,8.517288208E-2,5.586383057E-1
3.738206621E1,-9.720935211E0,9.714797974E-2,5.592370605E-1
3.739204421E1,-9.761351166E0,9.954299927E-2,5.300477600E-1
3.740202221E1,-9.795779572E0,8.367599487E-2,5.653742981E-1
3.741200021E1,-9.744136963E0,8.861572266E-2,6.506968689E-1
3.742197821E1,-9.706415405E0,1.023870850E-1,6.899153137E-1
3.743195621E1,-9.742789764E0,9.160949707E-2,6.336323547E-1
3.744193421E1,-9.772577820E0,9.849517822E-2,5.686674500E-1
3.745191221E1,-9.766590271E0,1.047821045E-1,5.343887329E-1
3.746189021E1,-9.740544434E0,1.103205872E-1,5.701643372E-1
3.747186821E1,-9.719288635E0,9.116043091E-2,6.044430542E-1
3.748184621E1,-9.734856262E0,8.666976929E-2,6.462062073E-1
3.749182421E1,-9.755812683E0,9.175918579E-2,6.306385803E-1
3.750180221E1,-9.758357391E0,1.071771240E-1,6.274951172E-1
3.751178021E1,-9.755064240E0,9.310638428E-2,5.878276062E-1
3.752175721E1,-9.769134979E0,9.056167603E-2,5.676196289E-1
3.753173521E1,-9.752220154E0,8.637039185E-2,5.483097839E-1
3.754171321E1,-9.737251282E0,8.816665649E-2,5.505551147E-1
3.755169121E1,-9.723479919E0,9.505233765E-2,5.909710693E-1
3.756166921E1,-9.742640076E0,1.023870850E-1,6.233038330E-1
3.757164721E1,-9.770182800E0,8.831634521E-2,6.104306030E-1
3.758162521E1,-9.731712799E0,9.654922485E-2,5.706134033E-1
3.759160321E1,-9.742490387E0,8.846603394E-2,5.303471375E-1
3.760158121E1,-9.749525757E0,9.370513916E-2,5.129832458E-1
3.761155921E1,-9.770182800E0,1.053808594E-1,5.168751526E-1
3.762153721E1,-9.754016418E0,1.007405090E-1,5.456153870E-1
3.763151521E1,-9.735455017E0,8.442443848E-2,5.777984619E-1
3.764149321E1,-9.737999725E0,1.073268127E-1,5.614823914E-1
3.765147121E1,-9.755363617E0,9.265731812E-2,5.572911072E-1
3.766144921E1,-9.757608948E0,8.158035278E-2,5.412744141E-1
3.767142721E1,-9.750723267E0,8.517288208E-2,5.010081482E-1
3.768140521E1,-9.753866730E0,9.789642334E-2,4.810995483E-1
3.769138321E1,-9.729916534E0,8.741821289E-2,4.174818420E-1
3.770136121E1,-9.746531982E0,9.385482788E-2,4.887336731E-1
3.771133904E1,-9.762548676E0,9.834548950E-2,5.128335571E-1
3.772131704E1,-9.764195251E0,8.427474976E-2,4.658312988E-1
3.773129504E1,-9.745933228E0,8.442443848E-2,4.728666687E-1
3.774127304E1,-9.748777313E0,1.005908203E-1,5.008584595E-1
3.775125104E1,-9.757908325E0,9.250762939E-2,5.049000549E-1
3.776122904E1,-9.747879181E0,1.202000427E-1,4.927752686E-1
3.777120704E1,-9.749525757E0,1.097218323E-1,5.192701721E-1
3.778118504E1,-9.752669220E0,1.034349060E-1,5.421725464E-1
3.779116304E1,-9.755363617E0,1.073268127E-1,4.659809875E-1
3.780114104E1,-9.756561127E0,9.580078125E-2,4.062551880E-1
3.781111904E1,-9.752220154E0,1.112187195E-1,4.538562012E-1
3.782109704E1,-9.760303345E0,8.741821289E-2,4.989125061E-1
3.783107504E1,-9.751172333E0,8.801696777E-2,4.951702881E-1
3.784105304E1,-9.754914551E0,9.595046997E-2,5.114863586E-1
3.785103104E1,-9.751172333E0,8.592132568E-2,5.333409119E-1
3.786100904E1,-9.754615173E0,8.891510010E-2,4.848417664E-1
3.787098704E1,-9.749525757E0,1.014889526E-1,4.107458496E-1
3.788096504E1,-9.740394745E0,9.565109253E-2,3.915856934E-1
3.789094304E1,-9.742191010E0,8.322692871E-2,4.715194702E-1
3.790092104E1,-9.752369843E0,8.891510010E-2,4.340972900E-1
3.791089904E1,-9.759405212E0,9.026229858E-2,4.028123474E-1
3.792087704E1,-9.762848053E0,9.415420532E-2,4.176315308E-1
3.793085504E1,-9.752669220E0,8.577163696E-2,4.101470947E-1
3.794083304E1,-9.761351166E0,8.816665649E-2,3.885919189E-1
3.795081104E1,-9.750723267E0,8.816665649E-2,3.818559265E-1
3.796078904E1,-9.759554901E0,9.580078125E-2,3.577560425E-1
3.797076704E1,-9.750573578E0,9.250762939E-2,3.538641357E-1
3.798074504E1,-9.747430115E0,1.022373962E-1,3.748205566E-1
3.799072304E1,-9.753866730E0,1.031355286E-1,3.791615295E-1
3.800070104E1,-9.746831360E0,9.729766846E-2,3.890409851E-1
3.801067904E1,-9.750274200E0,9.894424438E-2,4.719685364E-1
3.802065704E1,-9.757459259E0,9.385482788E-2,4.502636719E-1
3.803063504E1,-9.736203461E0,1.029858398E-1,3.782633972E-1
3.804061304E1,-9.686506805E0,9.610015869E-2,4.388873291E-1
3.805059104E1,-9.679621124E0,1.046324158E-1,6.186634827E-1
3.806056904E1,-9.703571320E0,9.400451660E-2,7.276368713E-1
3.807054704E1,-9.691446533E0,9.595046997E-2,7.539820862E-1
3.808052504E1,-9.663305054E0,8.652008057E-2,7.711962891E-1
3.809050304E1,-9.646390228E0,8.517288208E-2,9.045689392E-1
3.810048104E1,-9.672436066E0,6.691085815E-2,1.041234741E0
3.811045904E1,-9.653724976E0,1.073268127E-1,1.142723694E0
3.812043704E1,-9.590406647E0,9.505233765E-2,1.334025879E0
3.813041504E1,-9.502389679E0,1.187031555E-1,1.533710632E0
3.814039304E1,-9.494456177E0,1.097218323E-1,1.609602814E0
3.815037104E1,-9.490564270E0,1.029858398E-1,1.662592621E0
3.816034904E1,-9.435478821E0,1.124162292E-1,1.794169006E0
3.817032704E1,-9.417216797E0,1.091230774E-1,1.958676910E0
3.818030504E1,-9.427695007E0,6.616241455E-2,2.002835083E0
3.819028304E1,-9.304650879E0,1.570234680E-1,2.307152252E0
3.820026104E1,-9.223369904E0,1.332229614E-1,2.479743347E0
3.821023904E1,-9.208101654E0,1.031355286E-1,2.549049225E0
3.822021704E1,-9.147627411E0,1.234931946E-1,2.571502533E0
3.823019504E1,-9.098679199E0,1.255888367E-1,2.755020905E0
3.824017204E1,-8.998687134E0,1.137634277E-2,3.511847076E0
3.825015004E1,-8.892408142E0,-6.496490479E-2,3.664529572E0
3.826012804E1,-8.495433655E0,7.963439941E-2,3.812272339E0
3.827010604E1,-9.478140106E0,-4.129911804E-1,4.130660248E0
3.828008404E1,-8.786129150E0,4.156855774E-1,4.162394257E0
3.829006204E1,-8.819509735E0,1.342707825E-1,4.131558380E0
3.830004004E1,-8.677754517E0,-1.302291870E-2,4.339775391E0
3.831001804E1,-8.615633698E0,8.232879639E-3,4.736001434E0
3.831999604E1,-8.325536957E0,4.101470947E-2,5.191204834E0
3.832997404E1,-8.236172791E0,4.894821167E-2,5.355712738E0
3.833995204E1,-8.202642517E0,5.792953491E-2,5.287604370E0
3.834993004E1,-8.094716949E0,8.921447754E-2,5.169949036E0
3.835990804E1,-8.046666870E0,8.846603394E-2,5.164260864E0
3.836988604E1,-7.898025970E0,9.789642334E-2,5.504802704E0
3.837986404E1,-7.701933746E0,1.790277100E-1,5.879922638E0
3.838984204E1,-7.635471954E0,1.481918335E-1,6.182293854E0
3.839982004E1,-7.496860199E0,1.299298096E-1,6.419849854E0
3.840979804E1,-7.474406891E0,1.008901978E-1,6.376889191E0
3.841977604E1,-7.463928680E0,1.020877075E-1,6.386918335E0
3.842975404E1,-7.350464630E0,8.292755127E-2,6.490203552E0
3.843973204E1,-7.175478516E0,1.040336609E-1,6.783443756E0
3.844971004E1,-7.084617462E0,1.234931946E-1,7.025789795E0
3.845968804E1,-7.106472015E0,1.085243225E-1,6.922803955E0
3.846966604E1,-6.991211700E0,1.901046753E-1,6.665638733E0
3.847964404E1,-6.798562317E0,3.064128113E-1,6.674320679E0
3.848962204E1,-6.791976013E0,1.984872437E-1,6.872807922E0
3.849960004E1,-6.854994965E0,1.094224548E-1,7.053332520E0
3.850957804E1,-6.755751343E0,1.146615601E-1,7.234455872E0
3.851955604E1,-6.577771454E0,1.511856079E-1,7.250173187E0
3.852953404E1,-6.479126587E0,1.375639343E-1,7.196285248E0
3.853951204E1,-6.391708374E0,9.834548950E-2,7.273674316E0
3.854949004E1,-6.479126587E0,2.829116821E-2,7.229665833E0
3.855946804E1,-6.392307129E0,5.269042969E-2,7.252268829E0
3.856944604E1,-6.233038330E0,1.269360352E-1,7.385042725E0
3.857942404E1,-6.036047974E0,9.265731812E-2,7.383096771E0
3.858940204E1,-5.983507233E0,-8.232879639E-3,7.137307892E0
3.859938004E1,-5.957461395E0,5.448669434E-2,7.016509094E0
3.860935804E1,-5.792055359E0,1.404080200E-1,7.150181122E0
3.861933604E1,-5.664819946E0,7.125183105E-2,7.618557129E0
3.862931404E1,-5.412594452E0,1.172062683E-1,7.920329590E0
3.863929204E1,-5.152136078E0,1.383123779E-1,7.862699432E0
3.864927004E1,-4.990322571E0,1.597178650E-1,7.780670013E0
3.865924804E1,-4.849465485E0,1.314266968E-1,7.958799591E0
3.866922604E1,-4.753065948E0,6.691085815E-2,8.386909332E0
3.867920404E1,-4.598437500E0,1.451980591E-2,8.937015381E0
3.868918204E1,-4.146527252E0,1.273851013E-1,9.378297729E0
3.869916004E1,-3.995790710E0,1.454974365E-1,9.356443176E0
3.870913804E1,-3.929179230E0,1.306782532E-1,8.974886627E0
3.871911604E1,-3.552562408E0,2.469863892E-1,8.760382690E0
3.872909404E1,-3.557801514E0,1.812730408E-1,8.509354706E0
3.873907204E1,-3.718716888E0,6.586303711E-3,8.641380157E0
3.874905004E1,-3.326831818E0,9.310638428E-2,9.048982544E0
3.875902804E1,-3.034789124E0,1.411564636E-1,9.332492981E0
3.876900604E1,-2.828218689E0,1.287322998E-1,9.538314972E0
3.877898404E1,-2.539469147E0,1.712438965E-1,9.448651428E0
3.878896204E1,-2.369123383E0,2.574645996E-1,9.536069641E0
3.879894004E1,-2.025138702E0,4.574487305E-1,1.009380981E1
3.880891804E1,-1.772464142E0,5.159770203E-1,1.074256073E1
3.881889604E1,-2.185754700E0,1.028361511E-1,1.046848068E1
3.882887404E1,-2.009421387E0,-3.353027344E-2,9.911339264E0
3.883885204E1,-1.841470642E0,5.493576050E-2,9.693242798E0
3.884883004E1,-1.755998383E0,-7.274871826E-2,9.659413147E0
3.885880704E1,-1.494192810E0,7.050338745E-2,9.676627350E0
3.886878504E1,-1.419947205E0,1.164578247E-1,9.794881439E0
3.887876304E1,-1.140927429E0,-6.361770630E-2,9.881850586E0
3.888874104E1,-1.027014313E0,4.819976807E-2,1.011641281E1
3.889871904E1,-1.009500732E0,7.274871826E-2,1.023541534E1
3.890869704E1,-8.825646973E-1,7.933502197E-2,1.031235535E1
3.891867504E1,-7.698490906E-1,1.318757629E-1,1.035920792E1
3.892865304E1,-7.083270264E-1,1.517843628E-1,1.017718643E1
3.893863104E1,-6.735992432E-1,1.441502380E-1,1.001103195E1
